procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 1  0      0 1382104 107848 4400852    0    0     0  3902 20353 40148 63 12 23  2  0  0 2026-09-09 21:03:34
 1  0      0 1383320 107848 4402360    0    0     0  2044 21622 36460 44  9 46  2  0  0 2026-09-09 21:03:39
 7  1      0 1374400 107848 4403928    0    0     0  7974 21434 37169 47  9 42  2  0  0 2026-09-09 21:03:44
 3  0      0 1377984 107848 4405488    0    0     0  2746 20048 39007 62 11 25  2  0  0 2026-09-09 21:03:49
 1  0      0 1370200 107848 4407036    0    0     0  3557 22529 41013 54 10 33  3  0  0 2026-09-09 21:03:54
 2  0      0 1366792 107848 4408484    0    0     0  1898 20280 35982 53 10 36  2  0  0 2026-09-09 21:03:59
 2  0      0 1376688 107848 4410100    0    0     0  3313 21835 37110 45  9 44  2  0  0 2026-09-09 21:04:04
 8  0      0 1297632 107848 4411512    0    0     0  4245 21288 41039 61 11 26  2  0  0 2026-09-09 21:04:09
 1  0      0 1368844 107848 4413300    0    0     0  4303 22131 40957 55 11 32  2  0  0 2026-09-09 21:04:14
 2  0      0 1370912 107848 4414836    0    0     0  3978 21867 36754 44  8 46  2  0  0 2026-09-09 21:04:19
 3  1      0 1341492 107848 4416380    0    0     0  3302 20395 36879 54 10 34  2  0  0 2026-09-09 21:04:24
 3  0      0 1344892 107848 4417968    0    0    24  3702 22113 40881 55 10 32  2  0  0 2026-09-09 21:04:29
 7  0      0 1354664 107848 4419596    0    0     0  4331 20085 39676 64 11 23  2  0  0 2026-09-09 21:04:34
 1  0      0 1350484 107848 4421120    0    0     0  3016 21794 36703 44  8 46  2  0  0 2026-09-09 21:04:39
 8  0      0 1307608 107848 4422700    0    0     0  8754 21008 36601 49  9 39  2  0  0 2026-09-09 21:04:44
 2  0      0 1366544 107848 4424320    0    0     0  4000 19962 38298 61 10 27  2  0  0 2026-09-09 21:04:49
 3  0      0 1357720 107848 4425760    0    0     0  3333 22186 40847 55 10 32  3  0  0 2026-09-09 21:04:54
 3  0      0 1350936 107848 4427340    0    0     0  2794 20393 36402 52 10 37  1  0  0 2026-09-09 21:04:59
 3  0      0 1354388 107848 4428764    0    0     0  3338 21714 36611 45  8 45  2  0  0 2026-09-09 21:05:04
 9  0      0 1272144 107848 4430404    0    0     0  3238 20612 39918 62 12 25  2  0  0 2026-09-09 21:05:09
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 2  0      0 1341568 107848 4431988    0    0     0  3539 22071 40611 55 11 33  2  0  0 2026-09-09 21:05:14
 1  0      0 1354544 107848 4433540    0    0     0  2784 21927 36966 44  8 45  2  0  0 2026-09-09 21:05:19
 5  0      0 1352896 107848 4435048    0    0     0  3282 20680 37130 54  9 35  2  0  0 2026-09-09 21:05:24
 7  0      0 1329772 107848 4436680    0    0     0  3336 22484 41015 53 10 34  2  0  0 2026-09-09 21:05:29
 1  0      0 1328192 107848 4438272    0    0     0  3034 19581 40109 65 12 21  2  0  0 2026-09-09 21:05:34
 1  0      0 1350384 107848 4439840    0    0     0  3374 21736 36335 43  8 46  2  0  0 2026-09-09 21:05:39
 9  0      0 1289056 107848 4441444    0    0     0  8274 20585 36077 50  9 39  2  0  0 2026-09-09 21:05:44
 3  0      0 1339500 107848 4442924    0    0     0  3372 21023 39516 59 10 29  2  0  0 2026-09-09 21:05:49
 1  0      0 1335004 107848 4444524    0    0     0  3302 22334 41113 55 10 32  3  0  0 2026-09-09 21:05:54
 2  0      0 1307936 107848 4446104    0    0     0  3606 20548 36760 53 10 36  2  0  0 2026-09-09 21:05:59
 2  0      0 1337068 107848 4447612    0    0     0  2470 21933 37264 45  9 45  2  0  0 2026-09-09 21:06:04
 3  0      0 1287228 107848 4449196    0    0     0  2998 20147 39617 63 11 24  2  0  0 2026-09-09 21:06:09
 2  0      0 1334224 107848 4450692    0    0     0  3361 22550 42186 55 11 31  3  0  0 2026-09-09 21:06:14
 5  0      0 1329584 107848 4452200    0    0     0  2365 22067 37325 44  9 45  2  0  0 2026-09-09 21:06:19
 3  0      0 1314392 107848 4453848    0    0     0  3176 20600 36480 53 10 36  2  0  0 2026-09-09 21:06:24
 3  0      0 1333400 107848 4455364    0    0     0  2970 22063 40624 54 11 33  2  0  0 2026-09-09 21:06:29
 4  0      0 1310072 107848 4456980    0    0     0  3142 19558 38929 64 12 23  2  0  0 2026-09-09 21:06:34
 3  0      0 1321504 107848 4458412    0    0     0  2394 21791 37162 46  9 44  2  0  0 2026-09-09 21:06:39
 8  0      0 1230384 107848 4466220    0    0     0  4037 20490 35799 52  9 37  2  0  0 2026-09-09 21:06:44
 3  0      0 1310716 107848 4461632    0    0     0  8079 21960 40679 55 10 32  2  0  0 2026-09-09 21:06:49
 1  0      0 1307388 107848 4463152    0    0     0  3139 22412 41239 55 11 32  3  0  0 2026-09-09 21:06:54
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 3  0      0 1291952 107848 4464796    0    0     0  2161 20331 36016 53 10 36  2  0  0 2026-09-09 21:06:59
 1  0      0 1310220 107848 4466216    0    0     0  3193 22124 36994 44  8 46  2  0  0 2026-09-09 21:07:04
 2  0      0 1300436 107848 4467828    0    0     0  3186 20118 39669 63 12 24  2  0  0 2026-09-09 21:07:09
 2  0      0 1314120 107848 4469312    0    0     0  2930 22345 41046 55 10 32  2  0  0 2026-09-09 21:07:14
 7  0      0 1266080 107848 4470976    0    0     0  2406 20980 36215 48 10 40  2  0  0 2026-09-09 21:07:19
 3  0      0 1304388 107848 4472432    0    0     0  3248 21014 36537 48  9 42  2  0  0 2026-09-09 21:07:24
 2  1      0 1305960 107848 4474016    0    0     0  3051 22417 40898 54 10 33  3  0  0 2026-09-09 21:07:29
 4  0      0 1292664 107848 4475592    0    0     0  2770 19853 39633 64 12 22  2  0  0 2026-09-09 21:07:34
 2  0      0 1305252 107848 4477180    0    0     0  2309 21948 36985 44  8 46  2  0  0 2026-09-09 21:07:39
 2  0      0 1268856 107848 4478776    0    0     0  3358 19850 34807 53 10 36  2  0  0 2026-09-09 21:07:44
 0  1      0 1290268 107848 4480284    0    0     0  9054 20905 39887 57 11 30  2  0  0 2026-09-09 21:07:49
 6  0      0 1279800 107848 4482020    0    0     0  3281 21818 41024 56 12 30  2  0  0 2026-09-09 21:07:54
 1  0      0 1293116 107848 4483584    0    0     0  2572 20169 36175 54  9 35  2  0  0 2026-09-09 21:07:59
 4  0      0 1290336 107848 4485108    0    0     0  2516 22067 37077 43  8 46  2  0  0 2026-09-09 21:08:04
 1  0      0 1281200 107848 4486600    0    0     0  3984 20059 38493 61 11 26  2  0  0 2026-09-09 21:08:09
 4  0      0 1285116 107848 4488108    0    0     0  3216 22121 41829 56 11 31  2  0  0 2026-09-09 21:08:14
 1  0      0 1217780 107848 4489752    0    0     0  2210 20338 35669 52 10 36  2  0  0 2026-09-09 21:08:19
 3  0      0 1290380 107848 4491136    0    0     0  2650 21669 36916 45  8 45  2  0  0 2026-09-09 21:08:24
 3  0      0 1278916 107848 4492760    0    0     0  3767 22099 40383 53 10 34  2  0  0 2026-09-09 21:08:29
 1  0      0 1279588 107848 4494308    0    0     0  3238 20079 39880 64 12 22  2  0  0 2026-09-09 21:08:34
 1  0      0 1269484 107848 4495888    0    0     0  2498 21989 37380 44  9 45  2  0  0 2026-09-09 21:08:39
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 2  0      0 1283536 107848 4497476    0    0     0  2163 19876 35135 52 10 36  2  0  0 2026-09-09 21:08:44
 4  1      0 1277508 107848 4499080    0    0     0  8346 21850 41038 56 11 32  2  0  0 2026-09-09 21:08:49
 9  0      0 1235724 107848 4500556    0    0     0  2899 21298 40446 59 12 27  2  0  0 2026-09-09 21:08:54
 1  0      0 1253352 107848 4502148    0    0     0  1902 20338 36554 51  9 38  2  0  0 2026-09-09 21:08:59
 3  1      0 1264240 107848 4503728    0    0     0  2444 21853 36655 44  8 46  2  0  0 2026-09-09 21:09:04
 2  0      0 1267240 107848 4505248    0    0     0  5573 20352 39208 62 11 25  2  0  0 2026-09-09 21:09:09
 1  0      0 1267148 107848 4506696    0    0     0  4295 22027 41107 55 11 32  2  0  0 2026-09-09 21:09:14
 1  0      0 1271772 107848 4508416    0    0     0  3414 20289 35931 54 10 35  2  0  0 2026-09-09 21:09:19
 1  1      0 1250956 107848 4509924    0    0     0  3350 22256 37727 43  9 46  2  0  0 2026-09-09 21:09:24
 5  0      0 1237332 107848 4511400    0    0     0  4962 21969 40585 54 11 33  2  0  0 2026-09-09 21:09:29
 6  0      0 1258000 107848 4513076    0    0     0  3554 20445 39149 62 11 25  2  0  0 2026-09-09 21:09:34
 9  0      0 1261388 107848 4514596    0    0     0  3642 22310 38411 46  9 43  2  0  0 2026-09-09 21:09:39
 3  0      0 1245384 107848 4516164    0    0     0  2838 19912 34911 52 10 37  2  0  0 2026-09-09 21:09:44
 2  1      0 1260460 107848 4517812    0    0     0  9763 20512 39161 59 10 29  2  0  0 2026-09-09 21:09:49
11  0      0 1187448 107848 4519288    0    0     0  3810 20103 39629 64 12 23  2  0  0 2026-09-09 21:09:54
 4  0      0 1214056 107848 4520800    0    0     0  3611 21357 37331 47  9 43  2  0  0 2026-09-09 21:09:59
 4  0      0 1249528 107848 4522324    0    0     0  2922 21643 36672 45  9 44  2  0  0 2026-09-09 21:10:04
 2  0      0 1239036 107848 4523952    0    0     0  3269 20373 38676 61 11 26  2  0  0 2026-09-09 21:10:09
10  0      0 1243512 107848 4525500    0    0     0  3462 22082 41527 56 11 31  3  0  0 2026-09-09 21:10:14
 1  0      0 1256448 107848 4527052    0    0     0  3799 20435 36165 54 10 35  2  0  0 2026-09-09 21:10:19
 0  1      0 1236532 107848 4528640    0    0     0  2802 22013 37688 44  9 45  2  0  0 2026-09-09 21:10:24
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
11  0      0 1195396 107848 4530132    0    0     0  3375 21651 39742 56 11 31  2  0  0 2026-09-09 21:10:29
11  0      0 1220200 107848 4531736    0    0     0  3438 20941 39488 59 11 28  2  0  0 2026-09-09 21:10:34
 1  0      0 1230296 107848 4533340    0    0     0  3665 22418 38600 45  9 44  2  0  0 2026-09-09 21:10:39
 1  1      0 1239400 107848 4534892    0    0     0  2578 19960 35230 53 10 36  2  0  0 2026-09-09 21:10:44
 1  0      0 1218884 107848 4536388    0    0     0  9040 21697 40125 54 10 33  2  0  0 2026-09-09 21:10:49
 2  0      0 1229392 107848 4538004    0    0     0  3984 20209 39591 63 12 23  2  0  0 2026-09-09 21:10:54
 3  0      0 1220144 107848 4539576    0    0     0  2730 22225 38416 47  9 43  2  0  0 2026-09-09 21:10:59
 5  0      0 1234792 107848 4541108    0    0     0  2661 21766 36884 44  9 45  2  0  0 2026-09-09 21:11:04
 1  0      0 1238620 107848 4542676    0    0     0  2923 20287 38425 60 11 26  2  0  0 2026-09-09 21:11:09
 4  0      0 1219436 107848 4544248    0    0     0  3865 22123 41393 55 11 32  3  0  0 2026-09-09 21:11:14
 2  1      0 1218196 107848 4545884    0    0     0  2420 20374 36298 54 10 34  2  0  0 2026-09-09 21:11:19
 2  0      0 1218048 107848 4546348    0    0     0  1738 15115 24738 33  5 60  2  0  0 2026-09-09 21:11:24
 2  1      0 1159044 107848 4546568    0    0     0  2522 14984 24778 44  7 46  3  0  0 2026-09-09 21:11:29
 0  0      0 1220316 107848 4546680    0    0     0  2606 15673 25653 38  6 53  3  0  0 2026-09-09 21:11:34
 1  0      0 1217844 107848 4546844    0    0     0  2099 11886 19143 29  4 65  2  0  0 2026-09-09 21:11:39
 2  1      0 1160892 107848 4549916    0    0     0  1858 10733 16123 44  6 49  1  0  0 2026-09-09 21:11:44
 6  0      0 1182608 107848 4557236    0    0     0  3692 12438 20696 65  6 27  2  0  0 2026-09-09 21:11:49
 9  0      0 1015044 107848 4683156    0    0     0 12510 17343 59626 76 18  6  1  0  0 2026-09-09 21:11:54
 2  0      0 870272 107848 4847532    0    0     0 32953 14850 40851 71 16 12  1  0  0 2026-09-09 21:11:59
 2  0      0 829332 107856 4847748    0    0     0  1814 11307 17613 57  5 36  2  0  0 2026-09-09 21:12:04
 2  0      0 896748 107856 4847868    0    0     0  2385 14362 22664 37  6 55  2  0  0 2026-09-09 21:12:09
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 1  0      0 915336 107856 4848008    0    0     0  2450 14919 24550 36  6 56  2  0  0 2026-09-09 21:12:14
 2  0      0 883584 107856 4848164    0    0     0 11718 11636 19250 39  6 53  2  0  0 2026-09-09 21:12:19
 1  0      0 903980 107856 4848304    0    0     0 12866 10341 16265 27  3 68  2  0  0 2026-09-09 21:12:24
 2  0      0 908996 107856 4848452    0    0     0  2306 13726 22838 44  7 47  2  0  0 2026-09-09 21:12:29
 2  0      0 916552 107856 4848664    0    0     0  2655 14590 23409 36  5 56  3  0  0 2026-09-09 21:12:34
 3  0      0 857400 107856 4848836    0    0     0  1858 12914 20777 37  6 55  2  0  0 2026-09-09 21:12:39
 1  0      0 890652 107856 4848968    0    0     0  1631 10127 15607 28  4 67  1  0  0 2026-09-09 21:12:44
 3  0      0 887584 107856 4849092    0    0     0  2253 14928 24569 35  5 57  2  0  0 2026-09-09 21:12:49
 1  1      0 897672 107860 4850092    0    0     0 15297 16211 31695 64 11 23  2  0  0 2026-09-09 21:12:54
 1  0      0 902380 107860 4850168    0    0     0  3066 12388 19610 30  5 63  2  0  0 2026-09-09 21:12:59
 0  0      0 884140 107860 4850300    0    0     0  1419 11598 18297 36  5 57  1  0  0 2026-09-09 21:13:04
 2  0      0 906304 107860 4850452    0    0     0  2162 13954 22262 34  5 59  2  0  0 2026-09-09 21:13:09
 7  0      0 854996 107860 4850636    0    0     0  2303 14931 24738 42  7 49  3  0  0 2026-09-09 21:13:14
 2  0      0 899916 107860 4850744    0    0     0  1930 11822 18760 33  4 61  2  0  0 2026-09-09 21:13:19
 0  0      0 895360 107860 4850788    0    0     0   697 8272 13609 13  2 85  1  0  0 2026-09-09 21:13:24
 1  0      0 901588 107860 4850812    0    0     0  1270 11234 17359 22  5 73  1  0  0 2026-09-09 21:13:29
 3  1      0 803856 107860 4851380    0    0     0  4999 11662 18290 19  5 74  2  0  0 2026-09-09 21:13:34
 0  0      0 855044 107860 4850836    0    0     0  2594 9943 15077 24  7 68  1  0  0 2026-09-09 21:13:39
 0  0      0 889516 107860 4850844    0    0     0   511 4658 7641  5  2 93  0  0  0 2026-09-09 21:13:44
 1  0      0 837580 107860 4850888    0    0     0  1622 10526 16877 21  5 73  1  0  0 2026-09-09 21:13:49
 0  0      0 909868 107860 4850916    0    0     0  6922 10791 17168 15  4 79  2  0  0 2026-09-09 21:13:54
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 0  0      0 914304 107860 4850912    0    0     0  1281 7293 11473  9  3 88  1  0  0 2026-09-09 21:13:59
 0  0      0 882356 107860 4847788    0    0     0   406 8513 12967 15  4 81  0  0  0 2026-09-09 21:14:04
 1  0      0 906276 107860 4847800    0    0     0  5645 10195 15688 11  3 84  1  0  0 2026-09-09 21:14:09
 0  0      0 901328 107860 4847824    0    0     0  1270 12092 19074 23  5 70  1  0  0 2026-09-09 21:14:14
 2  1      0 1335892 107864 4862908    0    0     0 13758 11365 18051 16  6 75  2  0  0 2026-09-09 21:14:19
 0  0      0 2541604 107864 4723224    0    0    21  5146 2816 3819  2  2 95  1  0  0 2026-09-09 21:14:24
 0  0      0 2551888 107864 4723224    0    0     0    11  344  367  0  0 100  0  0  0 2026-09-09 21:14:29
 0  0      0 2551888 107864 4723228    0    0     0     5  341  338  0  0 100  0  0  0 2026-09-09 21:14:34
 0  0      0 2543700 107864 4723228    0    0     0     7  397  396  0  0 100  0  0  0 2026-09-09 21:14:39
 0  0      0 2543700 107864 4723236    0    0     0    28  266  265  0  0 100  0  0  0 2026-09-09 21:14:44
 0  0      0 2539920 107864 4723236    0    0     0     4  291  312  0  0 100  0  0  0 2026-09-09 21:14:49
 0  0      0 2540172 107864 4723236    0    0     0    40  277  272  0  0 100  0  0  0 2026-09-09 21:14:54
 0  0      0 2550168 107864 4723236    0    0     0     6  431  405  0  0 100  0  0  0 2026-09-09 21:14:59
 0  0      0 2550952 107864 4723240    0    0     0     6  340  294  0  0 100  0  0  0 2026-09-09 21:15:04
 0  0      0 2549888 107864 4723244    0    0     0    82  316  329  0  0 100  0  0  0 2026-09-09 21:15:09
