procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 4  0      0 1674652 107848 4094748    0    0     0  2439 20422 36274 51 10 38  2  0  0 2026-09-09 20:44:59
 6  0      0 1684316 107848 4096240    0    0     0  4323 22414 40348 53 10 35  3  0  0 2026-09-09 20:45:04
 5  0      0 1647016 107848 4097916    0    0     0  3098 19810 40387 66 12 20  2  0  0 2026-09-09 20:45:09
 2  0      0 1673348 107848 4099516    0    0     0  2502 21725 37145 46  9 44  2  0  0 2026-09-09 20:45:14
10  0      0 1664252 107848 4101008    0    0     0  2414 21480 36689 45  9 44  2  0  0 2026-09-09 20:45:19
 4  0      0 1668480 107848 4102664    0    0     0  8695 20172 38871 62 10 25  2  0  0 2026-09-09 20:45:24
 3  0      0 1671564 107848 4104320    0    0     0  4529 22412 41552 55 11 32  2  0  0 2026-09-09 20:45:29
 2  0      0 1669952 107848 4105884    0    0     0  2749 20678 37244 54 10 34  1  0  0 2026-09-09 20:45:34
 6  0      0 1671888 107848 4107256    0    0     0  2523 21877 36451 44  8 46  2  0  0 2026-09-09 20:45:39
 7  0      0 1591544 107848 4108976    0    0     0  2640 20411 39401 61 11 26  2  0  0 2026-09-09 20:45:44
 2  0      0 1675176 107848 4110472    0    0     0  2907 21982 41155 56 11 31  2  0  0 2026-09-09 20:45:49
 1  0      0 1670920 107848 4112012    0    0     0  2493 22155 37688 45  9 44  2  0  0 2026-09-09 20:45:54
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 3  0      0 1664608 107848 4113696    0    0     0  3557 20242 36309 52 10 36  2  0  0 2026-09-09 20:45:59
 2  0      0 1666984 107848 4115196    0    0     0  2882 22451 40753 52 10 35  2  0  0 2026-09-09 20:46:04
 3  0      0 1652572 107848 4116776    0    0     0  2850 19982 39923 64 12 22  2  0  0 2026-09-09 20:46:09
 5  0      0 1636428 107848 4118364    0    0     0  2474 22009 37333 46  9 44  2  0  0 2026-09-09 20:46:14
 8  0      0 1613140 107848 4120008    0    0     0  3122 21340 36878 48 10 41  2  0  0 2026-09-09 20:46:19
 3  1      0 1655888 107848 4121540    0    0     0  2765 21656 40079 56 10 32  2  0  0 2026-09-09 20:46:24
 2  0      0 1657748 107848 4123080    0    0     0  8920 22020 41203 56 11 31  2  0  0 2026-09-09 20:46:29
 2  0      0 1644264 107848 4124704    0    0     0  2967 20054 36675 57 10 31  1  0  0 2026-09-09 20:46:34
 2  0      0 1654656 107848 4126420    0    0     0  2298 21856 36709 44  9 45  2  0  0 2026-09-09 20:46:39
 2  0      0 1602204 107848 4127944    0    0     0  2481 19100 36922 61 11 26  2  0  0 2026-09-09 20:46:44
 2  1      0 1635628 107848 4146328    0    0     0 15385 21953 41197 56 11 29  3  0  0 2026-09-09 20:46:49
 3  0      0 1605656 107848 4147692    0    0     0  3269 21888 37992 48  9 41  2  0  0 2026-09-09 20:46:54
 1  0      0 1634140 107848 4149340    0    0     0  2532 20636 36614 53  9 37  2  0  0 2026-09-09 20:46:59
 6  0      0 1618184 107848 4150812    0    0     0  3131 22250 39715 52 10 36  2  0  0 2026-09-09 20:47:04
 4  0      0 1602680 107848 4152272    0    0     0 13905 19476 38704 64 12 22  2  0  0 2026-09-09 20:47:09
 1  0      0 1616232 107848 4153716    0    0     0  2752 22017 37906 47  9 43  2  0  0 2026-09-09 20:47:14
 1  0      0 1558092 107848 4155244    0    0     0  2741 20137 35204 52 10 37  2  0  0 2026-09-09 20:47:19
 1  1      0 1627408 107848 4156632    0    0     0  3318 22321 40709 52 10 36  2  0  0 2026-09-09 20:47:24
 1  1      0 1620132 107848 4158128    0    0     0  9804 21690 40077 56 10 31  2  0  0 2026-09-09 20:47:29
 2  0      0 1606848 107848 4159796    0    0     0  2438 19546 36159 55 10 33  1  0  0 2026-09-09 20:47:34
 2  0      0 1622764 107848 4161228    0    0     0  2824 21385 36403 45  8 44  2  0  0 2026-09-09 20:47:39
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 3  0      0 1613720 107848 4162688    0    0     0  2881 19743 37298 60 11 28  2  0  0 2026-09-09 20:47:44
 2  0      0 1645868 107848 4164000    0    0     0  4558 22678 41969 55 11 31  3  0  0 2026-09-09 20:47:49
 7  0      0 1588448 107848 4165572    0    0     0  2568 20522 37023 53 10 35  2  0  0 2026-09-09 20:47:54
 3  0      0 1594280 107848 4183908    0    0     0  5625 21396 36499 46  8 44  2  0  0 2026-09-09 20:47:59
 2  0      0 1602552 107848 4185376    0    0     0  2814 22275 40267 52 10 36  2  0  0 2026-09-09 20:48:04
 3  0      0 1600220 107848 4186868    0    0     0  3959 20352 39663 64 12 22  2  0  0 2026-09-09 20:48:09
 2  1      0 1603000 107848 4188336    0    0     0  2607 21789 38117 47  9 42  2  0  0 2026-09-09 20:48:14
 4  0      0 1603312 107848 4189856    0    0     0  2262 20482 36130 52 10 37  1  0  0 2026-09-09 20:48:19
 8  0      0 1585812 107848 4191272    0    0     0  2694 22041 40088 52 10 37  2  0  0 2026-09-09 20:48:24
 9  0      0 1584792 107848 4192992    0    0     0  8926 20873 39607 57 12 29  2  0  0 2026-09-09 20:48:29
 1  1      0 1591116 107848 4194312    0    0     0  3714 20138 36483 54 10 35  2  0  0 2026-09-09 20:48:34
 1  0      0 1595564 107848 4195864    0    0     0  2259 21776 36444 44  8 46  2  0  0 2026-09-09 20:48:39
 3  1      0 1584996 107848 4197320    0    0     0  2788 19203 37062 62 11 26  1  0  0 2026-09-09 20:48:44
 5  0      0 1576024 107848 4198792    0    0     0  5993 22236 41769 57 11 30  2  0  0 2026-09-09 20:48:49
 2  0      0 1516120 107848 4200320    0    0     0  3537 20449 36802 55 10 33  2  0  0 2026-09-09 20:48:54
 1  0      0 1578744 107848 4201704    0    0     0  2457 21919 37502 45  8 45  2  0  0 2026-09-09 20:48:59
 2  0      0 1584608 107848 4203344    0    0     0  3577 22273 39849 51 10 37  2  0  0 2026-09-09 20:49:04
 4  0      0 1587912 107848 4204776    0    0     0  4892 20106 39014 63 12 23  2  0  0 2026-09-09 20:49:09
 2  0      0 1582996 107848 4206436    0    0     0  4733 22086 39100 48  9 41  2  0  0 2026-09-09 20:49:14
 3  0      0 1582312 107848 4207944    0    0     0  3481 20083 35308 52  9 37  2  0  0 2026-09-09 20:49:19
 5  0      0 1571472 107848 4209604    0    0     0  4024 22254 39954 51  9 37  2  0  0 2026-09-09 20:49:24
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 6  0      0 1518892 107848 4211216    0    0     0  9774 20360 39517 61 12 25  2  0  0 2026-09-09 20:49:29
 1  0      0 1561552 107848 4212692    0    0     0  3958 21046 37015 51  9 38  2  0  0 2026-09-09 20:49:34
 1  0      0 1570092 107848 4214356    0    0     0  3422 22372 37824 44  9 45  2  0  0 2026-09-09 20:49:39
 8  0      0 1523460 107848 4215856    0    0     0  4619 20224 38014 59 11 28  2  0  0 2026-09-09 20:49:44
 2  1      0 1575424 107848 4217468    0    0     0  4196 21774 41222 58 10 29  2  0  0 2026-09-09 20:49:49
 4  0      0 1555136 107848 4219000    0    0     0  4330 20509 37381 56 10 32  2  0  0 2026-09-09 20:49:54
 2  1      0 1561424 107848 4220560    0    0     0  2962 21668 36751 44  8 46  2  0  0 2026-09-09 20:49:59
13  0      0 1513936 107848 4222028    0    0     0  3696 21950 39556 52 11 35  2  0  0 2026-09-09 20:50:04
 2  0      0 1557912 107848 4223540    0    0     0  3958 20811 39426 61 10 27  2  0  0 2026-09-09 20:50:09
 1  0      0 1565020 107848 4225208    0    0     0  3782 21699 38396 48  9 41  2  0  0 2026-09-09 20:50:14
 1  0      0 1555100 107848 4226728    0    0     0  2814 20121 35628 52  9 37  2  0  0 2026-09-09 20:50:19
 2  0      0 1553344 107848 4228248    0    0     0  2958 21939 39301 51  9 37  2  0  0 2026-09-09 20:50:24
 2  0      0 1482684 107848 4229928    0    0     0  8932 19764 39205 65 12 22  2  0  0 2026-09-09 20:50:29
 1  0      0 1557784 107848 4231356    0    0     0  3690 21827 38054 49  9 40  2  0  0 2026-09-09 20:50:34
 1  0      0 1552280 107848 4232900    0    0     0  2550 22018 37473 44  8 45  2  0  0 2026-09-09 20:50:39
 2  0      0 1545888 107848 4234552    0    0     0  3111 20323 37725 59 11 29  2  0  0 2026-09-09 20:50:44
 1  1      0 1531172 107848 4236096    0    0     0  3790 22571 42355 55 11 32  2  0  0 2026-09-09 20:50:49
 3  0      0 1546296 107848 4237732    0    0     0  2473 20365 37327 57 11 31  2  0  0 2026-09-09 20:50:54
 2  0      0 1534444 107848 4239268    0    0     0  2205 21911 36612 44  9 46  2  0  0 2026-09-09 20:50:59
 9  1      0 1485840 107848 4240784    0    0     0  2782 20988 39238 57 11 31  2  0  0 2026-09-09 20:51:04
 3  0      0 1538944 107848 4242368    0    0     0  3590 21447 40127 57 11 30  2  0  0 2026-09-09 20:51:09
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 3  0      0 1530404 107848 4243860    0    0     0  2333 21978 39443 50  9 38  2  0  0 2026-09-09 20:51:14
 6  0      0 1512056 107848 4245440    0    0     0  2212 19837 35066 52 10 37  1  0  0 2026-09-09 20:51:19
 5  0      0 1514996 107848 4246984    0    0     0  2347 22624 40345 49 10 39  2  0  0 2026-09-09 20:51:24
 5  0      0 1526128 107848 4249876    0    0     0  3408 20044 39487 62 12 24  2  0  0 2026-09-09 20:51:29
 3  0      0 1529916 107848 4250100    0    0     0  8091 21224 37559 50  9 39  2  0  0 2026-09-09 20:51:34
 6  0      0 1485624 107848 4251612    0    0     0  2140 21269 37219 48  9 41  2  0  0 2026-09-09 20:51:39
 2  0      0 1519028 107848 4253156    0    0     0  2226 20518 37334 56  9 33  2  0  0 2026-09-09 20:51:44
 3  0      0 1513492 107848 4254808    0    0     0  3217 22055 41371 55 11 32  2  0  0 2026-09-09 20:51:49
 2  0      0 1524844 107848 4256356    0    0     0  2246 19755 36587 57 11 31  1  0  0 2026-09-09 20:51:54
 1  0      0 1521820 107848 4257924    0    0     0  2055 21799 36648 44  8 46  2  0  0 2026-09-09 20:51:59
 6  0      0 1457340 107848 4259424    0    0     0  3886 19836 37731 58 11 29  2  0  0 2026-09-09 20:52:04
 4  0      0 1518408 107848 4260948    0    0     0  3116 22108 40744 55 10 32  2  0  0 2026-09-09 20:52:09
 3  0      0 1491668 107848 4262492    0    0     0  2664 22051 39766 51  9 38  2  0  0 2026-09-09 20:52:14
 1  0      0 1509796 107848 4264124    0    0     0  2240 19716 35060 53 10 36  2  0  0 2026-09-09 20:52:19
 3  0      0 1510856 107848 4265520    0    0     0  2419 21735 38961 49  9 40  2  0  0 2026-09-09 20:52:24
 2  0      0 1487788 107848 4267172    0    0     0  2831 19528 38907 64 12 23  2  0  0 2026-09-09 20:52:29
 2  0      0 1515140 107848 4268784    0    0     0  9882 21676 38307 50 10 38  2  0  0 2026-09-09 20:52:34
 9  0      0 1445176 107848 4270324    0    0     0  2162 20683 36391 50 10 38  2  0  0 2026-09-09 20:52:39
 7  1      0 1475212 107848 4271912    0    0     0  2749 21442 37966 51  9 37  2  0  0 2026-09-09 20:52:44
 1  0      0 1493764 107848 4273540    0    0     0  3474 21537 40975 58 11 29  2  0  0 2026-09-09 20:52:49
 3  0      0 1487736 107848 4275080    0    0     0  3262 19902 37192 57 11 31  1  0  0 2026-09-09 20:52:54
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 1  0      0 1500840 107848 4276652    0    0     0  2108 21664 36314 44  8 46  2  0  0 2026-09-09 20:52:59
 2  0      0 1480740 107848 4278156    0    0     0  2637 19831 37563 58 10 30  2  0  0 2026-09-09 20:53:04
 1  0      0 1493096 107848 4279720    0    0     0  2888 22306 41195 55 11 32  2  0  0 2026-09-09 20:53:09
 7  0      0 1449548 107848 4281272    0    0     0  2890 21863 39578 52 10 36  2  0  0 2026-09-09 20:53:14
 2  0      0 1486128 107848 4282824    0    0     0  1929 20370 35829 53  9 37  1  0  0 2026-09-09 20:53:19
 3  0      0 1480192 107848 4284388    0    0     0  3801 21875 38734 50  9 39  2  0  0 2026-09-09 20:53:24
 3  0      0 1483700 107848 4285892    0    0     0  2774 20491 40899 64 12 22  2  0  0 2026-09-09 20:53:29
 2  1      0 1454468 107848 4304280    0    0     0 11870 21141 38149 52 10 36  2  0  0 2026-09-09 20:53:34
 2  0      0 1398264 107848 4305896    0    0     0  1840 19978 35934 53 10 36  1  0  0 2026-09-09 20:53:39
 4  0      0 1466220 107848 4307416    0    0     0  3179 21683 38192 49  9 40  2  0  0 2026-09-09 20:53:44
 3  0      0 1458184 107848 4309000    0    0     0  2913 22545 42387 55 11 31  2  0  0 2026-09-09 20:53:49
 3  0      0 1444340 107848 4310464    0    0     0  2685 19921 37303 58 11 30  1  0  0 2026-09-09 20:53:54
 2  0      0 1462300 107848 4312056    0    0     0  2022 22218 37027 43  8 48  2  0  0 2026-09-09 20:53:59
 3  0      0 1435464 107848 4313688    0    0     0  2792 19816 37681 58 11 29  2  0  0 2026-09-09 20:54:04
 4  0      0 1459236 107848 4315220    0    0     0  5010 22204 41102 55 11 32  2  0  0 2026-09-09 20:54:09
 4  0      0 1405168 107848 4316812    0    0     0  3720 21317 38971 54 10 34  2  0  0 2026-09-09 20:54:14
 2  0      0 1474360 107848 4318316    0    0     0  3246 20786 35806 48  9 42  2  0  0 2026-09-09 20:54:19
 2  0      0 1477520 107848 4319752    0    0     0  3354 22384 39223 48 10 40  2  0  0 2026-09-09 20:54:24
 3  0      0 1466556 107848 4321412    0    0     0  4721 20088 39726 64 11 23  2  0  0 2026-09-09 20:54:29
 2  0      0 1456920 107848 4322968    0    0     0  8957 21824 38853 51 10 37  2  0  0 2026-09-09 20:54:34
 3  0      0 1429840 107848 4324508    0    0     0  2997 20429 36543 53 10 35  2  0  0 2026-09-09 20:54:39
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 5  0      0 1433140 107848 4325984    0    0     0  3058 21071 37418 50 10 39  2  0  0 2026-09-09 20:54:44
 6  0      0 1447948 107848 4327668    0    0    26  4752 21339 40698 57 11 30  2  0  0 2026-09-09 20:54:49
 1  0      0 1446552 107848 4329296    0    0     0  2818 19899 37460 58 10 30  2  0  0 2026-09-09 20:54:54
 2  0      0 1438308 107848 4330776    0    0     0  2570 21920 36651 44  8 46  2  0  0 2026-09-09 20:54:59
 2  0      0 1446364 107848 4332388    0    0     0  2700 20257 37585 58 11 30  2  0  0 2026-09-09 20:55:04
 3  1      0 1440876 107848 4333968    0    0     0  4112 21968 40689 55 11 32  3  0  0 2026-09-09 20:55:09
 8  0      0 1351396 107848 4335512    0    0     0  2757 20792 38507 58 10 30  2  0  0 2026-09-09 20:55:14
 3  0      0 1441560 107848 4336976    0    0     0  2945 21809 36862 44  8 46  2  0  0 2026-09-09 20:55:19
 2  1      0 1441924 107848 4338584    0    0     0  2781 22289 38844 49  9 39  2  0  0 2026-09-09 20:55:24
 1  0      0 1434216 107848 4340176    0    0     0  3841 19953 39648 64 11 23  2  0  0 2026-09-09 20:55:29
 3  0      0 1425504 107848 4341812    0    0     0  8670 21573 38703 51 10 37  2  0  0 2026-09-09 20:55:34
 1  0      0 1385500 107848 4343292    0    0     0  2322 20253 36206 53 10 36  2  0  0 2026-09-09 20:55:39
 5  0      0 1414648 107848 4344716    0    0     0  2934 21896 38307 49  9 40  2  0  0 2026-09-09 20:55:44
 8  0      0 1396268 107848 4346324    0    0     0  4610 21310 40399 59 11 28  2  0  0 2026-09-09 20:55:49
 2  0      0 1425920 107848 4347936    0    0     0  2800 20007 38182 58 10 30  2  0  0 2026-09-09 20:55:54
 2  0      0 1430456 107848 4349448    0    0     0  2472 22014 36911 44  8 46  2  0  0 2026-09-09 20:55:59
 4  0      0 1407300 107848 4350956    0    0     0  2553 20009 37265 57 11 31  2  0  0 2026-09-09 20:56:04
 2  0      0 1424952 107848 4352604    0    0     0  4243 22417 41037 54 11 32  2  0  0 2026-09-09 20:56:09
 1  0      0 1411244 107848 4354168    0    0     2  2418 20458 38015 59 11 28  2  0  0 2026-09-09 20:56:14
 1  0      0 1420840 107848 4355668    0    0     0  2354 22160 37912 44  9 45  2  0  0 2026-09-09 20:56:19
 6  0      0 1413472 107848 4357224    0    0     0  2453 21943 38168 49  9 41  2  0  0 2026-09-09 20:56:24
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 2  0      0 1410780 107848 4358796    0    0     0  4028 19965 39604 64 11 23  2  0  0 2026-09-09 20:56:29
 3  0      0 1418256 107848 4364040    0    0     0  2331 22041 38950 50 10 38  2  0  0 2026-09-09 20:56:34
 2  0      0 1409672 107848 4361900    0    0     0  8294 19793 35586 54 10 35  2  0  0 2026-09-09 20:56:39
 4  0      0 1399184 107848 4363340    0    0     0  2300 21926 38627 50  9 39  2  0  0 2026-09-09 20:56:44
 7  0      0 1357924 107848 4364984    0    0     0  3219 20070 38929 62 11 25  2  0  0 2026-09-09 20:56:49
 3  0      0 1409028 107848 4366504    0    0     0  3469 21756 39837 54 10 34  2  0  0 2026-09-09 20:56:54
 2  0      0 1415404 107848 4368080    0    0     0  2213 21365 36332 45  9 44  2  0  0 2026-09-09 20:56:59
 4  1      0 1384148 107848 4369624    0    0     0  2430 20165 37078 56 10 32  2  0  0 2026-09-09 20:57:04
 3  0      0 1413980 107848 4371156    0    0     0  3102 22234 41158 55 11 31  2  0  0 2026-09-09 20:57:09
 2  0      0 1399292 107848 4372780    0    0     0  3517 20360 38585 59 11 27  2  0  0 2026-09-09 20:57:14
 2  0      0 1382804 107848 4374276    0    0     0  2292 21944 37422 44  8 46  2  0  0 2026-09-09 20:57:19
 8  0      0 1368212 107848 4375864    0    0     0  2489 21139 37708 50 10 38  2  0  0 2026-09-09 20:57:24
 2  0      0 1388856 107848 4377444    0    0     0  2948 20152 39336 61 11 26  2  0  0 2026-09-09 20:57:29
 1  0      0 1403388 107848 4378948    0    0     0  2616 21935 39425 52 10 36  2  0  0 2026-09-09 20:57:34
 1  0      0 1373288 107848 4380620    0    0     0  9120 19795 35137 53 10 35  2  0  0 2026-09-09 20:57:39
 3  0      0 1391780 107848 4382112    0    0     0  4326 22315 38854 48  9 41  2  0  0 2026-09-09 20:57:44
 5  0      0 1321760 107848 4383640    0    0     0 12206 19845 38892 63 12 22  2  0  0 2026-09-09 20:57:49
 1  0      0 1372980 107848 4385104    0    0     0 13316 20142 37432 60 10 28  2  0  0 2026-09-09 20:57:54
 2  0      0 1380384 107848 4386596    0    0     0  3020 21559 36247 43  8 46  2  0  0 2026-09-09 20:57:59
 4  0      0 1365556 107848 4388132    0    0     0  3094 20432 37479 55 10 32  2  0  0 2026-09-09 20:58:04
 4  0      0 1379704 107848 4389616    0    0     0  3086 22065 41222 56 10 31  2  0  0 2026-09-09 20:58:09
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 2  0      0 1368968 107848 4391120    0    0     0  3853 19223 37753 63 12 23  2  0  0 2026-09-09 20:58:14
 3  0      0 1373520 107848 4392616    0    0     0  3955 22210 37810 44  8 46  2  0  0 2026-09-09 20:58:19
11  1      0 1328420 107848 4394100    0    0     0  2887 20769 37006 52 10 36  2  0  0 2026-09-09 20:58:24
 2  0      0 1374220 107848 4395552    0    0     0  3438 21127 40133 58 11 29  2  0  0 2026-09-09 20:58:29
 2  0      0 1375680 107848 4396904    0    0     0  4227 22064 39910 53 10 35  2  0  0 2026-09-09 20:58:34
 1  0      0 1377040 107848 4398632    0    0     0  8414 19537 34280 53 10 36  2  0  0 2026-09-09 20:58:39
 4  0      0 1378640 107848 4400048    0    0     0  2916 22226 38951 47  9 42  2  0  0 2026-09-09 20:58:44
 2  0      0 1359480 107848 4401576    0    0     0  3342 20500 39456 64 12 23  2  0  0 2026-09-09 20:58:49
 3  0      0 1469788 107848 4300164    0    0     0  4230 22121 40398 53 10 35  2  0  0 2026-09-09 20:58:54
 7  0      0 1468092 107848 4301672    0    0     0  2870 21562 36783 45  9 44  2  0  0 2026-09-09 20:58:59
 9  0      0 1488516 107848 4303088    0    0     0  3538 20773 36367 53  9 35  2  0  0 2026-09-09 20:59:04
 4  0      0 1481028 107848 4304520    0    0     0  5110 22015 41115 56 11 31  3  0  0 2026-09-09 20:59:09
 1  0      0 1489984 107848 4305960    0    0     0  4194 19840 37996 60 11 27  2  0  0 2026-09-09 20:59:14
 3  0      0 1496364 107848 4307484    0    0     0  4634 21896 37272 44  8 45  2  0  0 2026-09-09 20:59:19
 2  0      0 1420704 107848 4308932    0    0     0  3847 19954 35872 54 10 34  2  0  0 2026-09-09 20:59:24
 5  0      0 1465232 107848 4310364    0    0     0  4650 22074 41158 56 10 32  2  0  0 2026-09-09 20:59:29
 2  0      0 1480944 107848 4311668    0    0     0  4080 21983 40112 53 10 35  2  0  0 2026-09-09 20:59:34
 1  0      0 1474768 107848 4313324    0    0     0 10510 19554 35138 55 10 33  2  0  0 2026-09-09 20:59:39
 1  0      0 1474652 107848 4314840    0    0     0  4048 22273 38717 47  9 42  2  0  0 2026-09-09 20:59:44
 2  0      0 1466420 107848 4316304    0    0     0  3946 20235 38912 63 12 24  2  0  0 2026-09-09 20:59:49
 1  0      0 1475300 107848 4317852    0    0     0  5047 21937 40466 53 10 35  2  0  0 2026-09-09 20:59:54
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 7  0      0 1438692 107848 4319368    0    0     0  3182 21183 36750 48  9 40  2  0  0 2026-09-09 20:59:59
 1  0      0 1476156 107848 4320768    0    0     0  3700 21221 36807 50  9 38  2  0  0 2026-09-09 21:00:04
 4  1      0 1471212 107848 4322332    0    0     0  4690 22161 41354 55 11 32  2  0  0 2026-09-09 21:00:09
 2  0      0 1460152 107848 4323884    0    0     0  3667 19967 37859 60 11 26  2  0  0 2026-09-09 21:00:14
 2  0      0 1457928 107848 4325392    0    0     0  2995 21855 37325 44  8 45  2  0  0 2026-09-09 21:00:19
 1  0      0 1463976 107848 4326928    0    0     0  3218 19925 35971 54 10 34  2  0  0 2026-09-09 21:00:24
 2  0      0 1457332 107848 4328240    0    0     0  4398 22347 41034 55 10 33  3  0  0 2026-09-09 21:00:29
 3  0      0 1454744 107848 4329824    0    0     0  3176 21757 40679 54 11 33  2  0  0 2026-09-09 21:00:34
 2  0      0 1443808 107848 4331460    0    0     0  8505 20132 34973 53  9 36  2  0  0 2026-09-09 21:00:39
 2  0      0 1447524 107848 4332960    0    0     0  3656 21678 37710 47  9 42  2  0  0 2026-09-09 21:00:44
 2  2      0 1420660 107848 4334600    0    0     0  4107 19018 37890 66 11 21  2  0  0 2026-09-09 21:00:49
 2  1      0 1456488 107848 4336040    0    0     0  3800 22020 40630 54 10 33  2  0  0 2026-09-09 21:00:54
 2  0      0 1383300 107848 4337584    0    0     0  8054 20232 35943 54 10 34  2  0  0 2026-09-09 21:00:59
 4  0      0 1444160 107848 4338952    0    0     0  3664 22279 37851 46  9 43  2  0  0 2026-09-09 21:01:04
 3  0      0 1452712 107848 4340512    0    0     0  3322 22278 41380 54 11 32  2  0  0 2026-09-09 21:01:09
 7  0      0 1444856 107848 4342076    0    0     0  3018 19876 38356 61 11 25  2  0  0 2026-09-09 21:01:14
 5  0      0 1434080 107848 4343628    0    0     0  3381 22045 37387 45  8 45  2  0  0 2026-09-09 21:01:19
 3  0      0 1413540 107848 4345116    0    0     0  2465 20344 36899 55 10 33  2  0  0 2026-09-09 21:01:24
 2  0      0 1430552 107848 4346616    0    0     0  2984 22186 40427 54 10 33  2  0  0 2026-09-09 21:01:29
 5  0      0 1377968 107848 4348116    0    0     0  2762 21556 41205 59 12 27  2  0  0 2026-09-09 21:01:34
 2  0      0 1443596 107848 4353924    0    0     0  2966 20998 35729 46  9 43  2  0  0 2026-09-09 21:01:39
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 4  0      0 1420796 107848 4351132    0    0     0  8354 21545 37515 47  9 42  2  0  0 2026-09-09 21:01:44
 1  1      0 1445220 107848 4352716    0    0     0  2780 19676 38850 63 12 23  2  0  0 2026-09-09 21:01:49
 1  0      0 1426860 107848 4354252    0    0     0  2630 21087 38791 55 10 32  2  0  0 2026-09-09 21:01:54
 2  0      0 1398900 107848 4355748    0    0     0  1865 20163 36252 54 10 35  2  0  0 2026-09-09 21:01:59
 1  0      0 1418544 107848 4357268    0    0     0  3270 21732 37402 47  9 42  2  0  0 2026-09-09 21:02:04
 4  0      0 1403288 107848 4358804    0    0     0  3112 21880 41238 56 11 30  2  0  0 2026-09-09 21:02:09
 2  0      0 1425724 107848 4360316    0    0     0  2946 20295 38495 61 10 27  2  0  0 2026-09-09 21:02:14
 1  0      0 1423588 107848 4361816    0    0     0  2574 22034 37541 45  9 45  2  0  0 2026-09-09 21:02:19
 1  0      0 1402964 107848 4363348    0    0     0  3284 20355 36358 54 10 34  2  0  0 2026-09-09 21:02:24
 8  0      0 1420156 107848 4364752    0    0     0  3550 22252 40546 54 10 34  2  0  0 2026-09-09 21:02:29
 4  0      0 1365024 107848 4366424    0    0     0  3426 20489 40224 63 12 23  2  0  0 2026-09-09 21:02:34
 2  1      0 1413760 107848 4367936    0    0     0  2353 21307 35680 44  8 46  2  0  0 2026-09-09 21:02:39
 5  0      0 1400984 107848 4369360    0    0     0  8682 21054 37055 49  9 40  2  0  0 2026-09-09 21:02:44
 2  0      0 1402852 107848 4370980    0    0     0  4012 19566 38626 63 12 24  2  0  0 2026-09-09 21:02:49
 3  0      0 1411648 107848 4372412    0    0     0  2850 22394 41126 54 10 33  2  0  0 2026-09-09 21:02:54
 5  0      0 1390984 107848 4390256    0    0     0  5658 20384 36196 52 10 36  2  0  0 2026-09-09 21:02:59
 4  0      0 1403044 107848 4391808    0    0     0  2441 22303 37562 46  8 44  2  0  0 2026-09-09 21:03:04
 8  0      0 1351824 107848 4393288    0    0     0  2910 20443 40185 62 11 25  2  0  0 2026-09-09 21:03:09
 2  0      0 1400560 107848 4394860    0    0     0  4296 21346 39950 58 11 29  2  0  0 2026-09-09 21:03:14
 4  0      0 1397948 107848 4396436    0    0     0  2717 21925 36726 44  8 46  2  0  0 2026-09-09 21:03:19
 3  0      0 1382228 107848 4397868    0    0     0  2577 20355 36966 55 10 34  1  0  0 2026-09-09 21:03:24
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 3  0      0 1384896 107848 4399384    0    0     0  3350 22526 40759 54 10 33  2  0  0 2026-09-09 21:03:29
