procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 9  0      0 3540144 102240 2318364    0    0     0  1777 19597 35052 54  9 35  1  0  0 2026-09-09 09:55:24
 2  0      0 3562832 102240 2319736    0    0     0  2103 20355 36057 53  8 38  1  0  0 2026-09-09 09:55:29
 6  0      0 3586632 102240 2321056    0    0     0  2599 20603 35600 49  8 41  1  0  0 2026-09-09 09:55:34
 3  0      0 3578000 102240 2322552    0    0     0  1913 18775 34868 57  9 32  1  0  0 2026-09-09 09:55:39
 4  0      0 3581240 102240 2323908    0    0     0  2064 21027 36326 49  8 42  2  0  0 2026-09-09 09:55:44
 1  0      0 3564200 102240 2325440    0    0     0  7567 18635 33529 59  9 31  1  0  0 2026-09-09 09:55:49
 2  0      0 3568848 102240 2326756    0    0     0  2862 20982 36662 49  8 41  2  0  0 2026-09-09 09:55:54
 9  0      0 3529384 102240 2327996    0    0     0  2014 20931 36389 50  9 39  2  0  0 2026-09-09 09:55:59
 2  0      0 3566656 102240 2329400    0    0     0  1805 19720 35361 56  8 35  1  0  0 2026-09-09 09:56:04
 5  0      0 3568940 102240 2330820    0    0     0  2001 20840 35724 47  8 43  2  0  0 2026-09-09 09:56:09
 1  0      0 3549504 102240 2332228    0    0     0  2685 19172 34309 58  9 32  1  0  0 2026-09-09 09:56:14
 4  0      0 3553744 102240 2333532    0    0     0  1936 20950 36638 49  8 42  2  0  0 2026-09-09 09:56:19
 3  0      0 3523296 102240 2334928    0    0     0  2303 19418 34895 57  9 32  1  0  0 2026-09-09 09:56:24
 3  0      0 3557244 102240 2336240    0    0     0  1890 20055 35089 50  8 40  1  0  0 2026-09-09 09:56:29
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 3  0      0 3559208 102240 2337608    0    0     0  1851 20831 36044 49  8 41  2  0  0 2026-09-09 09:56:34
 1  0      0 3563676 102240 2338976    0    0     0  2483 19135 34732 56  9 33  1  0  0 2026-09-09 09:56:39
 2  0      0 3555048 102240 2340388    0    0     0  1921 21068 36952 49  8 41  2  0  0 2026-09-09 09:56:44
 2  0      0 3566396 102240 2341696    0    0     0  2037 19242 34283 57  9 33  1  0  0 2026-09-09 09:56:49
 3  0      0 3548932 102240 2342992    0    0     0  7672 20250 35834 50  8 40  2  0  0 2026-09-09 09:56:54
 4  0      0 3497464 102240 2344396    0    0     0  1553 19322 34678 56  9 34  1  0  0 2026-09-09 09:56:59
 1  0      0 3550680 102240 2345792    0    0     0  1797 19459 34741 53  8 37  2  0  0 2026-09-09 09:57:04
 2  0      0 3559936 102240 2347132    0    0     0  2728 20284 35207 50  7 41  1  0  0 2026-09-09 09:57:09
 4  0      0 3537880 102240 2348520    0    0     0  1678 19493 35064 57  9 33  1  0  0 2026-09-09 09:57:14
 2  0      0 3532984 102240 2349888    0    0     0  1824 21004 36593 48  8 43  2  0  0 2026-09-09 09:57:19
 1  0      0 3534412 102240 2351376    0    0     0  2900 19070 34400 57  9 32  1  0  0 2026-09-09 09:57:24
 2  0      0 3542376 102240 2352732    0    0     0  3629 20357 36017 50  8 40  2  0  0 2026-09-09 09:57:29
 8  0      0 3499208 102240 2354128    0    0     0  2722 19367 34539 54  9 36  1  0  0 2026-09-09 09:57:34
 1  0      0 3542728 102240 2355388    0    0     0  2749 20271 35456 52  8 39  2  0  0 2026-09-09 09:57:39
 2  0      0 3541152 102240 2356816    0    0     0  2379 20677 36027 49  8 41  2  0  0 2026-09-09 09:57:44
 4  0      0 3538208 102240 2358252    0    0     0  2202 18625 33808 57  9 33  1  0  0 2026-09-09 09:57:49
 6  0      0 3525540 102240 2359648    0    0     0  9273 20528 36311 50  8 40  2  0  0 2026-09-09 09:57:54
 1  0      0 3538524 102240 2360984    0    0     0  2131 18981 34105 56  9 33  1  0  0 2026-09-09 09:57:59
 8  0      0 3539532 102240 2362332    0    0     0  2306 20515 35714 50  8 40  2  0  0 2026-09-09 09:58:04
 8  0      0 3500708 102240 2363752    0    0     0  2234 20568 36806 51  9 38  2  0  0 2026-09-09 09:58:09
 2  0      0 3520352 102240 2365088    0    0     0  2015 19178 33973 55  8 35  1  0  0 2026-09-09 09:58:14
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 1  0      0 3531636 102240 2366508    0    0     0  2327 20888 36550 50  8 41  2  0  0 2026-09-09 09:58:19
 1  0      0 3539940 102240 2367808    0    0     0  3264 19786 35668 57  9 32  1  0  0 2026-09-09 09:58:24
 3  0      0 3518836 102240 2369220    0    0     0  2142 20450 35730 50  8 41  1  0  0 2026-09-09 09:58:29
 4  0      0 3517604 102240 2370760    0    0     0  1982 19621 35406 56 10 33  1  0  0 2026-09-09 09:58:34
 5  0      0 3531400 102240 2372040    0    0     0  2055 20940 35946 49  8 42  2  0  0 2026-09-09 09:58:39
 7  0      0 3515820 102240 2373404    0    0     0  2898 20185 35866 52  8 39  1  0  0 2026-09-09 09:58:44
 3  0      0 3523028 102240 2374856    0    0     0  1928 19387 34567 56  8 35  1  0  0 2026-09-09 09:58:49
 5  0      0 3515372 102240 2376236    0    0     0  7896 20618 36576 50  8 40  2  0  0 2026-09-09 09:58:54
 3  0      0 3526436 102240 2377624    0    0     0  2018 18792 33591 56  9 34  1  0  0 2026-09-09 09:58:59
 2  0      0 3511136 102240 2378980    0    0     0  2070 20877 36364 49  8 41  2  0  0 2026-09-09 09:59:04
 0  1      0 3455768 102240 2380528    0    0     0  1787 19089 34290 57  9 32  1  0  0 2026-09-09 09:59:09
 6  0      0 3516396 102240 2381228    0    0     0  2059 15841 26275 38  6 54  2  0  0 2026-09-09 09:59:14
 1  0      0 3525828 102240 2381352    0    0     0  2718 12280 19448 29  4 66  2  0  0 2026-09-09 09:59:19
 1  0      0 3518588 102240 2381492    0    0     0  1774 12467 19081 37  6 56  2  0  0 2026-09-09 09:59:24
 1  0      0 3514100 102240 2381660    0    0     0  1769 11858 18621 28  4 66  2  0  0 2026-09-09 09:59:29
 2  1      0 3513028 102240 2381840    0    0     0  1638 11924 18361 37  6 56  2  0  0 2026-09-09 09:59:34
 5  0      0 3404212 102240 2450572    0    0     5  2890 12603 25744 42  9 48  1  0  0 2026-09-09 09:59:39
 0  3      0 3133760 102244 2646164    0    0     2 50482 15249 45946 72 19  7  2  0  0 2026-09-09 09:59:44
