procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 1  1      0 3357728 103824 2491564    0    0     0  2500 21746 40828 58 10 30  2  0  0 2026-09-09 10:36:36
 2  0      0 3319612 103824 2492924    0    0     0  2526 19670 39929 67 12 20  2  0  0 2026-09-09 10:36:41
 4  0      0 3344804 103824 2494280    0    0     0  1830 22008 37380 47  8 43  2  0  0 2026-09-09 10:36:46
 2  0      0 3277476 103824 2495612    0    0     0  2938 19965 35825 57  9 32  1  0  0 2026-09-09 10:36:51
 2  0      0 3345560 103824 2496972    0    0     0  3140 21910 41786 58 10 29  2  0  0 2026-09-09 10:36:56
 2  0      0 3347160 103824 2498332    0    0     0  4120 21730 41018 58 10 29  2  0  0 2026-09-09 10:37:01
 2  1      0 3329648 103824 2499644    0    0     0  2957 20253 36629 57 10 31  2  0  0 2026-09-09 10:37:06
 3  0      0 3322444 103824 2500988    0    0     0  2742 21843 37109 47  8 43  2  0  0 2026-09-09 10:37:11
 2  1      0 3334944 103824 2502292    0    0     0 10064 19502 38216 66 11 21  2  0  0 2026-09-09 10:37:16
 2  0      0 3335076 103824 2503628    0    0     0  3478 22046 42358 59 11 27  3  0  0 2026-09-09 10:37:21
 7  0      0 3287480 103824 2504960    0    0     0  2546 20791 36629 53  9 36  2  0  0 2026-09-09 10:37:26
 1  0      0 3331052 103824 2506288    0    0     0  2578 21147 37039 52  8 38  2  0  0 2026-09-09 10:37:31
 5  0      0 3319396 103824 2507632    0    0     0  3316 20004 39058 61 10 26  2  0  0 2026-09-09 10:37:36
 4  0      0 3320728 103824 2509052    0    0     0  3015 18819 38465 69 11 18  2  0  0 2026-09-09 10:37:41
 4  0      0 3306132 103824 2510372    0    0     0  3671 22587 39126 50  9 39  2  0  0 2026-09-09 10:37:46
 2  0      0 3318716 103824 2511704    0    0     0  2425 19588 35343 56 10 33  1  0  0 2026-09-09 10:37:51
 3  0      0 3330220 103824 2513004    0    0     0  3088 21756 42030 59 10 29  2  0  0 2026-09-09 10:37:56
 4  0      0 3318172 103824 2514304    0    0     0  3229 21386 41288 60 11 27  2  0  0 2026-09-09 10:38:01
 2  0      0 3317028 103824 2515672    0    0     0  3021 20161 36180 58  9 32  2  0  0 2026-09-09 10:38:06
 3  0      0 3328352 103824 2517036    0    0     0  2318 21939 37376 49  8 41  2  0  0 2026-09-09 10:38:11
 2  0      0 3324792 103824 2518312    0    0     0  8410 18859 38000 67 11 20  2  0  0 2026-09-09 10:38:16
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 2  0      0 3325996 103824 2519656    0    0     0  3237 21613 42153 60 10 27  2  0  0 2026-09-09 10:38:21
 6  0      0 3257716 103824 2520960    0    0     0  2883 20676 37001 56  9 33  2  0  0 2026-09-09 10:38:26
 2  0      0 3311568 103824 2522300    0    0     0  2086 21786 38172 50  8 39  2  0  0 2026-09-09 10:38:31
 4  0      0 3311148 103824 2523684    0    0     0  3028 21838 40898 57 10 30  2  0  0 2026-09-09 10:38:36
 5  0      0 3302580 103824 2525052    0    0     0  2754 20097 40132 66 11 20  2  0  0 2026-09-09 10:38:41
 6  0      0 3317124 103824 2526344    0    0     0  2941 22180 38386 49  8 41  2  0  0 2026-09-09 10:38:46
 3  0      0 3315032 103824 2527692    0    0     0  2302 19606 35226 57 10 32  2  0  0 2026-09-09 10:38:51
 3  0      0 3294476 103824 2529024    0    0     0  2765 21502 41213 59 10 29  2  0  0 2026-09-09 10:38:56
 5  0      0 3272736 103824 2530344    0    0     0  3112 20891 40709 61 11 26  2  0  0 2026-09-09 10:39:01
 3  0      0 3299636 103824 2531636    0    0     0  2013 20699 36424 55  9 34  2  0  0 2026-09-09 10:39:06
 5  0      0 3299084 103824 2532964    0    0     0  2759 21561 36900 49  8 41  2  0  0 2026-09-09 10:39:11
 6  0      0 3293212 103824 2534280    0    0     0  8478 18718 38111 68 12 19  1  0  0 2026-09-09 10:39:16
 4  0      0 3295712 103824 2535620    0    0     0  3012 22119 42734 59 11 27  3  0  0 2026-09-09 10:39:21
 2  0      0 3233756 103824 2536964    0    0     0  1971 20076 35745 57  9 32  1  0  0 2026-09-09 10:39:26
 2  0      0 3270068 103824 2538320    0    0     0  3149 21622 37246 49  9 41  2  0  0 2026-09-09 10:39:31
 3  0      0 3294548 103824 2539640    0    0     0  2750 21916 40648 55 10 32  2  0  0 2026-09-09 10:39:36
 4  0      0 3304900 103824 2540984    0    0     0  2762 19205 38852 67 11 20  2  0  0 2026-09-09 10:39:41
 3  0      0 3296088 103824 2542336    0    0     0  2712 22354 38725 50  8 40  2  0  0 2026-09-09 10:39:46
 2  0      0 3294372 103824 2543688    0    0     0  2135 19956 35813 56  9 33  2  0  0 2026-09-09 10:39:51
 2  0      0 3288640 103824 2545052    0    0     0  2690 21739 41032 58 10 30  2  0  0 2026-09-09 10:39:56
12  0      0 3244560 103824 2546372    0    0     0  2868 20877 40781 61 11 25  2  0  0 2026-09-09 10:40:01
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 2  0      0 3291896 103824 2547672    0    0     0  3098 20684 36342 53  9 36  2  0  0 2026-09-09 10:40:06
 5  0      0 3283348 103824 2548964    0    0     0  2026 21955 38002 49  8 41  2  0  0 2026-09-09 10:40:11
 2  0      0 3277664 103824 2550348    0    0     0  2706 19572 38684 64 11 23  2  0  0 2026-09-09 10:40:16
 3  0      0 3275876 103824 2551656    0    0     0  9239 21378 41937 61 11 26  2  0  0 2026-09-09 10:40:21
 2  0      0 3223444 103824 2553064    0    0     0  2198 20194 36621 58 10 30  2  0  0 2026-09-09 10:40:26
 8  1      0 3274856 103824 2554316    0    0     0  2094 21706 37278 48  8 42  2  0  0 2026-09-09 10:40:31
 2  0      0 3284344 103824 2555684    0    0     0  2722 21324 39983 57 10 31  2  0  0 2026-09-09 10:40:36
 4  0      0 3261888 103824 2557100    0    0     0  3661 19786 40208 67 12 20  2  0  0 2026-09-09 10:40:41
 3  0      0 3283328 103824 2558400    0    0     0  2259 22130 38136 48  9 41  2  0  0 2026-09-09 10:40:46
 3  0      0 3279344 103824 2559676    0    0     0  1955 19939 35773 56 10 33  1  0  0 2026-09-09 10:40:51
 2  0      0 3270748 103824 2561024    0    0     0  3148 21514 40367 56 10 31  3  0  0 2026-09-09 10:40:56
10  0      0 3227240 103824 2562340    0    0     0  3050 20482 41075 63 12 23  2  0  0 2026-09-09 10:41:01
 2  0      0 3265040 103824 2563664    0    0     0  2208 20909 36963 54  9 36  2  0  0 2026-09-09 10:41:06
 1  0      0 3271032 103824 2564928    0    0     0  1908 22000 38111 48  8 41  2  0  0 2026-09-09 10:41:11
 1  0      0 3250468 103824 2566304    0    0     0  2877 19697 38500 64 11 23  2  0  0 2026-09-09 10:41:16
 3  0      0 3255860 103824 2567628    0    0     0  9614 21165 41110 60 11 27  2  0  0 2026-09-09 10:41:21
 3  0      0 3267268 103824 2568932    0    0     0  2291 20097 36902 58 10 30  2  0  0 2026-09-09 10:41:26
 5  1      0 3263048 103824 2570236    0    0     0  1762 21604 36381 47  8 43  2  0  0 2026-09-09 10:41:31
 5  0      0 3259768 103824 2571644    0    0     0  2490 20392 39552 61 10 27  2  0  0 2026-09-09 10:41:36
 3  0      0 3269320 103824 2573068    0    0     0  9559 18929 39145 68 12 18  2  0  0 2026-09-09 10:41:41
 3  0      0 3268820 103824 2574272    0    0     0  6563 22405 39519 51  9 38  2  0  0 2026-09-09 10:41:46
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 4  0      0 3262364 103824 2575548    0    0     0  2405 20193 36349 57 10 32  2  0  0 2026-09-09 10:41:51
10  0      0 3244172 103824 2576848    0    0     0  3814 21978 41001 56 10 32  2  0  0 2026-09-09 10:41:56
10  0      0 3217056 103824 2578156    0    0     0  4343 20343 40287 64 12 22  2  0  0 2026-09-09 10:42:01
 2  0      0 3257904 103824 2579448    0    0     0  3389 21317 37426 55  9 34  2  0  0 2026-09-09 10:42:06
 1  1      0 3264904 103824 2580692    0    0     0  3913 21758 37332 49  8 41  2  0  0 2026-09-09 10:42:11
 5  0      0 3250552 103824 2581968    0    0     0  3769 19449 37815 64 11 23  2  0  0 2026-09-09 10:42:16
 2  0      0 3239584 103824 2583316    0    0     0  9378 20931 40984 61 11 26  2  0  0 2026-09-09 10:42:21
 2  0      0 3217360 103824 2584600    0    0     0  2665 19998 37160 60 10 28  2  0  0 2026-09-09 10:42:26
 2  0      0 3242588 103824 2585864    0    0     0  2719 22024 38307 50  9 39  2  0  0 2026-09-09 10:42:31
 6  0      0 3245396 103824 2587172    0    0     0  4119 21595 40922 56 10 31  2  0  0 2026-09-09 10:42:36
 7  0      0 3243940 103824 2588500    0    0     0  3491 19057 38600 67 11 20  2  0  0 2026-09-09 10:42:41
 4  1      0 3241192 103824 2589752    0    0     0  2799 21916 38838 50  9 39  2  0  0 2026-09-09 10:42:46
 3  0      0 3236392 103824 2591028    0    0     0  2534 20076 36222 56 10 32  2  0  0 2026-09-09 10:42:51
 2  0      0 3245504 103824 2592256    0    0     0  4405 21473 39261 55  9 33  2  0  0 2026-09-09 10:42:56
 9  0      0 3184560 103824 2593464    0    0     0  3337 20747 41163 65 12 21  2  0  0 2026-09-09 10:43:01
 2  0      0 3236720 103824 2594832    0    0     0  2822 21407 38176 53  9 36  2  0  0 2026-09-09 10:43:06
 3  0      0 3236968 103824 2596052    0    0     0  2300 21901 37556 48  8 42  2  0  0 2026-09-09 10:43:11
 2  0      0 3242848 103824 2597304    0    0     0  2801 19855 38988 65 11 22  2  0  0 2026-09-09 10:43:16
 1  0      0 3233676 103824 2598676    0    0     0 10082 21740 42109 60 11 26  2  0  0 2026-09-09 10:43:21
 4  0      0 3243284 103824 2599920    0    0     0  2682 19916 37172 59 10 29  2  0  0 2026-09-09 10:43:26
 2  0      0 3239996 103824 2601216    0    0     0  2266 21623 36670 48  8 42  2  0  0 2026-09-09 10:43:31
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 7  0      0 3191420 103824 2602488    0    0     0  2775 20315 38988 59 11 29  2  0  0 2026-09-09 10:43:36
 2  0      0 3235908 103824 2603852    0    0     0  3807 19591 39664 68 11 20  2  0  0 2026-09-09 10:43:41
 1  0      0 3229000 103824 2605212    0    0     0  2589 22026 39063 51  9 38  2  0  0 2026-09-09 10:43:46
 1  0      0 3236252 103824 2606548    0    0     0  2082 20158 36029 57 10 32  2  0  0 2026-09-09 10:43:51
 7  0      0 3234844 103824 2607776    0    0     0  2691 21753 39877 55 10 33  2  0  0 2026-09-09 10:43:56
10  0      0 3177236 103824 2609196    0    0     0  3895 20497 40529 64 12 22  2  0  0 2026-09-09 10:44:01
 2  0      0 3234512 103824 2610524    0    0     0  2448 21461 38949 54  9 35  2  0  0 2026-09-09 10:44:06
 5  0      0 3211420 103824 2611872    0    0     0  2193 22015 38037 47  8 43  2  0  0 2026-09-09 10:44:11
 2  0      0 3219192 103824 2613200    0    0     0  2606 19513 37711 64 11 23  2  0  0 2026-09-09 10:44:16
 2  0      0 3224384 103824 2614544    0    0     0  9614 21432 41082 60 11 27  2  0  0 2026-09-09 10:44:21
 2  0      0 3224068 103824 2615828    0    0     0  2302 20098 38258 60 10 28  2  0  0 2026-09-09 10:44:26
 5  0      0 3224528 103824 2617172    0    0     0  2647 21660 36634 48  8 42  2  0  0 2026-09-09 10:44:31
 9  0      0 3187012 103824 2618468    0    0     0  2505 20952 39923 58 10 30  2  0  0 2026-09-09 10:44:36
 3  0      0 3231792 103824 2619816    0    0     0  2863 20165 39980 65 11 23  2  0  0 2026-09-09 10:44:41
 3  0      0 3213984 103824 2621188    0    0     0  2423 21769 38494 52  9 37  2  0  0 2026-09-09 10:44:46
 2  1      0 3188012 103824 2622676    0    0    26  2592 20367 37185 59 10 30  1  0  0 2026-09-09 10:44:51
 3  0      0 3212616 103824 2623980    0    0     0  2373 21907 39545 54  9 35  2  0  0 2026-09-09 10:44:56
 3  1      0 3148764 103824 2625280    0    0     0  2694 19793 38950 66 11 21  2  0  0 2026-09-09 10:45:01
 2  0      0 3212512 103824 2626644    0    0     0  2556 21947 39891 53  9 35  2  0  0 2026-09-09 10:45:06
 3  0      0 3193536 103824 2627984    0    0     0  2818 22040 37726 48  8 43  2  0  0 2026-09-09 10:45:11
13  0      0 3203844 103824 2629308    0    0     0  2487 19684 37872 62 11 25  2  0  0 2026-09-09 10:45:16
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 6  0      0 3208888 103824 2630580    0    0     0  3429 22082 41424 57 10 30  2  0  0 2026-09-09 10:45:21
 1  1      0 3216876 103824 2631928    0    0     0  8192 19624 37663 62 10 26  2  0  0 2026-09-09 10:45:26
 2  0      0 3210692 103824 2633240    0    0     0  2073 21496 36625 48  8 43  2  0  0 2026-09-09 10:45:31
16  0      0 3120344 103824 2651336    0    0     0  9841 20785 39032 59 11 29  2  0  0 2026-09-09 10:45:36
 5  0      0 3168436 103824 2652672    0    0     0  3662 20002 39159 65 11 23  2  0  0 2026-09-09 10:45:41
 3  0      0 3178452 103824 2653976    0    0     0  3257 22321 39592 52  9 37  2  0  0 2026-09-09 10:45:46
 4  0      0 3149168 103824 2672156    0    0     0  5788 19963 36022 56 10 32  1  0  0 2026-09-09 10:45:51
 5  0      0 3164576 103824 2673436    0    0     0  7042 21361 38901 54 10 34  2  0  0 2026-09-09 10:45:56
12  0      0 3172148 103824 2674776    0    0     0  2846 19961 41045 67 12 19  2  0  0 2026-09-09 10:46:01
 1  0      0 3174480 103824 2676140    0    0     0  2957 21780 38837 53  9 36  2  0  0 2026-09-09 10:46:06
 3  0      0 3161372 103824 2677452    0    0     0  2118 21474 37022 48  8 42  2  0  0 2026-09-09 10:46:11
11  0      0 3162832 103824 2678764    0    0     0  2469 20161 38468 61 11 26  2  0  0 2026-09-09 10:46:16
 3  0      0 3165876 103824 2680108    0    0     0  3209 21559 41051 59 11 28  3  0  0 2026-09-09 10:46:21
 1  0      0 3164448 103824 2681468    0    0     0  8332 19745 38515 62 11 25  2  0  0 2026-09-09 10:46:26
 5  1      0 3151944 103824 2682776    0    0     0  3229 21430 36428 48  8 43  2  0  0 2026-09-09 10:46:31
 6  0      0 3093984 103824 2684124    0    0     0  5440 20206 38144 59 10 29  2  0  0 2026-09-09 10:46:36
 4  0      0 3155876 103824 2685464    0    0     0  5321 21592 41848 62 11 25  2  0  0 2026-09-09 10:46:41
 1  0      0 3158076 103824 2686744    0    0     0  2890 21732 38781 52  9 37  2  0  0 2026-09-09 10:46:46
 0  1      0 3143044 103824 2688028    0    0     0  2266 20103 36728 57 10 32  1  0  0 2026-09-09 10:46:51
 5  0      0 3152168 103824 2689392    0    0     0  3061 21829 38854 53  9 36  2  0  0 2026-09-09 10:46:56
 2  0      0 3145548 103824 2690660    0    0     0  4439 20306 41611 66 12 20  2  0  0 2026-09-09 10:47:01
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 1  0      0 3152052 103824 2692000    0    0     0  4661 21339 37863 53  9 35  2  0  0 2026-09-09 10:47:06
 7  0      0 3129180 103824 2693324    0    0     0  3415 21207 36249 48  9 41  2  0  0 2026-09-09 10:47:11
 5  0      0 3153580 103824 2694704    0    0     0  4067 20163 38668 62 10 26  2  0  0 2026-09-09 10:47:16
 3  0      0 3148672 103824 2696004    0    0     0  3954 21573 41648 60 10 27  3  0  0 2026-09-09 10:47:21
 1  0      0 3126240 103824 2697452    0    0     0  9162 20290 38731 63 11 24  2  0  0 2026-09-09 10:47:26
 2  0      0 3144556 103824 2698780    0    0     0  3636 21908 37051 47  8 43  2  0  0 2026-09-09 10:47:31
17  0      0 3046104 103824 2700120    0    0     0  3282 19853 35944 60 10 29  2  0  0 2026-09-09 10:47:36
 3  0      0 3120300 103824 2701608    0    0     0  4457 21334 41348 63 11 24  2  0  0 2026-09-09 10:47:41
 2  0      0 3133140 103824 2702900    0    0     0  2928 22342 39676 52  9 37  2  0  0 2026-09-09 10:47:46
 1  0      0 3133840 103824 2704244    0    0     0  3334 19992 36610 57 10 32  1  0  0 2026-09-09 10:47:51
 3  0      0 3142784 103824 2705556    0    0     0  2785 21894 39066 53  9 36  2  0  0 2026-09-09 10:47:56
 4  0      0 3109436 103824 2706932    0    0     0  3103 19595 40069 66 12 20  2  0  0 2026-09-09 10:48:01
 2  1      0 3132724 103824 2708272    0    0     0  2868 22034 39388 53  9 36  2  0  0 2026-09-09 10:48:06
10  0      0 3109564 103824 2709696    0    0     0  3122 21459 36678 49  9 41  2  0  0 2026-09-09 10:48:11
 4  0      0 3125180 103824 2710992    0    0     0  2993 20369 38472 61 10 28  2  0  0 2026-09-09 10:48:16
 8  0      0 3123076 103824 2712312    0    0     0  3329 21468 41592 60 11 27  2  0  0 2026-09-09 10:48:21
 2  0      0 3108124 103824 2713652    0    0     0  8630 19206 37579 65 11 22  2  0  0 2026-09-09 10:48:26
 2  0      0 3132636 103824 2714972    0    0     0  3037 21515 36743 49  8 41  2  0  0 2026-09-09 10:48:31
 7  0      0 3058328 103824 2716308    0    0     0  2379 20159 36802 60 10 29  1  0  0 2026-09-09 10:48:36
 1  1      0 3112508 103824 2717712    0    0     0  3398 21546 42695 61 11 26  2  0  0 2026-09-09 10:48:41
 4  0      0 3112840 103824 2719008    0    0     0  2950 22101 39245 53  9 36  2  0  0 2026-09-09 10:48:46
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 0  1      0 3111196 103824 2720400    0    0     0  2935 20262 37147 58 10 31  2  0  0 2026-09-09 10:48:51
 2  0      0 3112280 103824 2721700    0    0     0  2189 22461 39246 51  9 38  2  0  0 2026-09-09 10:48:56
 2  0      0 3111652 103824 2723100    0    0     0  2705 18755 39491 68 12 18  2  0  0 2026-09-09 10:49:01
 3  0      0 3107376 103824 2724488    0    0     0  2431 21831 39955 54  9 35  2  0  0 2026-09-09 10:49:06
 4  0      0 3064592 103824 2725844    0    0     0  2742 20318 35345 50  9 39  2  0  0 2026-09-09 10:49:11
 2  0      0 3107172 103824 2727244    0    0     0  2690 20826 39031 59 10 30  2  0  0 2026-09-09 10:49:16
 1  1      0 3111476 103824 2728212    0    0     0  2862 20241 37233 53  9 35  3  0  0 2026-09-09 10:49:21
 1  0      0 3066836 103824 2728428    0    0     0  7551 12858 20720 40  6 52  2  0  0 2026-09-09 10:49:26
 1  0      0 3091148 103824 2728580    0    0     0  1858 10229 15993 24  3 71  1  0  0 2026-09-09 10:49:31
 2  0      0 3095040 103824 2728740    0    0     0  1670 10854 17723 36  6 57  1  0  0 2026-09-09 10:49:36
 2  0      0 3092748 103824 2728900    0    0     0  2375 15676 25723 34  6 57  2  0  0 2026-09-09 10:49:41
 5  0      0 3007056 103824 2757092    0    0     0  1826 13785 26767 39  8 51  2  0  0 2026-09-09 10:49:46
 6  0      0 2814860 103828 2956036    0    0     0 17283 16044 48796 74 18  7  1  0  0 2026-09-09 10:49:51
 7  0      0 2803960 103828 2993584    0    0     0 36655 10178 19011 56  7 30  8  0  0 2026-09-09 10:49:56
 5  0      0 2810620 103828 2993756    0    0     0  2155 14979 25316 49  8 41  2  0  0 2026-09-09 10:50:01
 0  1      0 2825608 103828 2993904    0    0     0  1735 12573 20327 28  4 66  2  0  0 2026-09-09 10:50:06
 1  0      0 2814028 103828 2994032    0    0     0  1062 10379 16093 32  5 62  1  0  0 2026-09-09 10:50:11
 1  0      0 2830904 103828 2994168    0    0     0  1763 12251 19925 29  4 65  2  0  0 2026-09-09 10:50:16
 5  0      0 2799044 103828 2994316    0    0     0  2322 15370 24877 37  7 54  2  0  0 2026-09-09 10:50:21
 2  0      0 2813752 103828 2994428    0    0     0  1886 12131 20333 37  5 56  2  0  0 2026-09-09 10:50:26
 1  0      0 2831312 103828 2994620    0    0     0  7186 9828 15315 25  4 70  1  0  0 2026-09-09 10:50:31
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 2  0      0 2800820 103828 2994732    0    0     0  1839 11724 18538 35  5 58  1  0  0 2026-09-09 10:50:36
 1  0      0 2834964 103828 2994868    0    0     0  2338 15646 25866 36  6 56  3  0  0 2026-09-09 10:50:41
 2  0      0 2808884 103828 2994988    0    0     0  1950 13357 20870 38  6 54  2  0  0 2026-09-09 10:50:46
 2  0      0 2816908 103828 2995108    0    0     0  1272 10071 16133 24  4 71  1  0  0 2026-09-09 10:50:51
 2  0      0 2788228 103828 2995300    0    0     0  1688 11567 18587 32  6 61  2  0  0 2026-09-09 10:50:56
 0  0      0 2828420 103828 2995416    0    0     0  2402 14895 24442 39  6 53  3  0  0 2026-09-09 10:51:01
 0  0      0 2811496 103828 2995532    0    0     0  1808 12886 21035 32  5 62  2  0  0 2026-09-09 10:51:06
 0  0      0 2829060 103828 2995640    0    0     0  1427 10301 15722 32  5 62  1  0  0 2026-09-09 10:51:11
 1  0      0 2823000 103828 2995792    0    0     0  1786 12144 19784 28  4 66  2  0  0 2026-09-09 10:51:16
 0  0      0 2829928 103828 2995924    0    0     0  2150 14883 24564 39  7 51  2  0  0 2026-09-09 10:51:21
 1  0      0 2811940 103828 2995864    0    0     0  1157 8711 13770 10  3 86  1  0  0 2026-09-09 10:51:26
 0  0      0 2758328 103828 2995964    0    0     0  6090 7994 12154 14  4 82  0  0  0 2026-09-09 10:51:31
