procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 4  0      0 2612364 107788 3199680    0    0     0  4070 23910 44632 48 11 38  3  0  0 2026-09-09 19:58:28
 3  0      0 2611120 107788 3200912    0    0     0  3557 22707 39415 40  8 50  2  0  0 2026-09-09 19:58:33
 5  0      0 2602808 107788 3202264    0    0     0  3381 21632 39405 49 10 39  2  0  0 2026-09-09 19:58:38
 3  1      0 2610408 107788 3203564    0    0     0  5214 23577 44026 51 11 36  3  0  0 2026-09-09 19:58:43
 4  0      0 2598048 107788 3204892    0    0     0  9739 20885 40624 58 12 28  2  0  0 2026-09-09 19:58:48
 4  0      0 2600272 107788 3206260    0    0     0  3265 22556 39952 40  8 50  2  0  0 2026-09-09 19:58:53
 2  1      0 2556992 107788 3207564    0    0     0  3942 21146 38136 47  9 42  2  0  0 2026-09-09 19:58:58
 3  0      0 2602492 107788 3208812    0    0     0  3578 23019 44389 54 11 32  2  0  0 2026-09-09 19:59:03
 7  0      0 2598284 107788 3210092    0    0     0  3639 22829 42591 52 10 36  2  0  0 2026-09-09 19:59:08
 2  0      0 2596180 107788 3211452    0    0     0  3289 20448 37681 51 10 38  2  0  0 2026-09-09 19:59:13
 2  0      0 2589976 107788 3212732    0    0     0  2538 22871 39760 40  8 50  2  0  0 2026-09-09 19:59:18
 5  0      0 2582940 107788 3214024    0    0     0  5850 21263 41076 58 12 28  2  0  0 2026-09-09 19:59:23
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 4  0      0 2587212 107788 3215388    0    0     0  3438 23812 44514 50 11 37  3  0  0 2026-09-09 19:59:28
 7  0      0 2552444 107788 3216676    0    0     0  3254 21859 38716 44  9 45  2  0  0 2026-09-09 19:59:33
 4  0      0 2559364 107788 3234336    0    0     0  6002 21917 39085 45  9 45  2  0  0 2026-09-09 19:59:38
 1  0      0 2570576 107788 3235620    0    0     0  3866 23732 44178 51 10 36  3  0  0 2026-09-09 19:59:43
 3  0      0 2571752 107788 3236852    0    0     0  9887 21384 41087 58 11 29  2  0  0 2026-09-09 19:59:48
 2  0      0 2565912 107788 3238132    0    0     0  2678 22838 40254 40  8 50  2  0  0 2026-09-09 19:59:53
 2  0      0 2580036 107788 3239460    0    0     0  2424 21253 38069 49  9 41  2  0  0 2026-09-09 19:59:58
 1  0      0 2563848 107788 3240712    0    0     0  3229 23843 44781 51 11 36  3  0  0 2026-09-09 20:00:03
 5  0      0 2525228 107788 3242060    0    0     0  3306 22553 42795 54 11 33  2  0  0 2026-09-09 20:00:08
 2  0      0 2546064 107788 3259708    0    0     0  6519 21511 38048 46  8 44  2  0  0 2026-09-09 20:00:13
 1  0      0 2549104 107788 3260956    0    0     0  2170 22538 39938 41  8 50  2  0  0 2026-09-09 20:00:18
 2  0      0 2547368 107788 3262288    0    0     0  3405 20745 41315 60 12 26  2  0  0 2026-09-09 20:00:23
 1  0      0 2550032 107788 3263564    0    0     0  3242 23475 44259 50 10 37  3  0  0 2026-09-09 20:00:28
 3  0      0 2534952 107788 3264932    0    0     0  3112 21178 38153 49 10 40  2  0  0 2026-09-09 20:00:33
 1  0      0 2532688 107788 3266272    0    0     0  2358 22514 39598 41  8 49  2  0  0 2026-09-09 20:00:38
 3  0      0 2543588 107788 3267540    0    0     0  3112 23818 44819 52 11 35  3  0  0 2026-09-09 20:00:43
10  1      0 2541908 107788 3268860    0    0     0  2980 21065 40719 58 10 30  2  0  0 2026-09-09 20:00:48
 1  0      0 2530272 107788 3270204    0    0     0  8786 22131 39461 41  8 48  2  0  0 2026-09-09 20:00:53
 1  0      0 2524884 107788 3271516    0    0     0  2186 21056 38134 50 10 39  2  0  0 2026-09-09 20:00:58
 2  0      0 2513704 107788 3272860    0    0     0  3063 23391 43886 51 10 36  3  0  0 2026-09-09 20:01:03
 1  0      0 2468616 107788 3274244    0    0     0  2731 21554 41243 57 11 30  2  0  0 2026-09-09 20:01:08
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 2  0      0 2529980 107788 3275456    0    0     0  2130 22795 39738 40  8 50  2  0  0 2026-09-09 20:01:13
 2  0      0 2507720 107788 3293312    0    0     0  5134 23095 40433 40  8 50  2  0  0 2026-09-09 20:01:18
 1  1      0 2512048 107788 3294708    0    0     0  4211 21424 42070 59 12 27  2  0  0 2026-09-09 20:01:23
 4  0      0 2509752 107788 3296068    0    0     0  3001 23543 44271 51 10 37  3  0  0 2026-09-09 20:01:28
 1  0      0 2511684 107788 3297408    0    0     0  2106 20890 37592 49  9 41  1  0  0 2026-09-09 20:01:33
 2  0      0 2495756 107788 3298792    0    0     0  2132 22597 39319 40  8 50  2  0  0 2026-09-09 20:01:38
 7  0      0 2458292 107788 3300212    0    0     0  3556 22257 42664 56 11 31  2  0  0 2026-09-09 20:01:43
 2  0      0 2489420 107788 3301520    0    0     0  3253 22936 43510 54 11 33  3  0  0 2026-09-09 20:01:48
 1  0      0 2504368 107788 3302936    0    0     0  7987 22201 39338 42  9 48  2  0  0 2026-09-09 20:01:53
 5  0      0 2494424 107788 3304380    0    0     0  2552 20780 37495 48  9 41  1  0  0 2026-09-09 20:01:58
 3  0      0 2496172 107788 3305772    0    0     0  3746 23138 43843 53 10 34  3  0  0 2026-09-09 20:02:03
 3  0      0 2450940 107788 3307088    0    0     0  2910 20211 40142 63 11 24  2  0  0 2026-09-09 20:02:08
 2  0      0 2494208 107788 3308488    0    0     0  2958 22637 39542 41  8 49  2  0  0 2026-09-09 20:02:13
 6  0      0 2458064 107788 3309852    0    0     0  2025 21943 39640 43  9 46  2  0  0 2026-09-09 20:02:18
 6  0      0 2485060 107788 3311216    0    0     0  3808 22888 42703 55 10 32  3  0  0 2026-09-09 20:02:23
 3  0      0 2493568 107788 3312520    0    0     0  3107 23727 44520 51 10 37  3  0  0 2026-09-09 20:02:28
 4  0      0 2495028 107788 3313992    0    0     0  2074 21003 38052 50 10 39  2  0  0 2026-09-09 20:02:33
 2  0      0 2487916 107788 3315376    0    0     0  1999 22270 38578 39  8 51  2  0  0 2026-09-09 20:02:38
 4  0      0 2483112 107788 3316692    0    0     0  3472 20998 41818 58 11 28  2  0  0 2026-09-09 20:02:43
 4  0      0 2493628 107788 3318192    0    0     0  3072 23803 44307 51 10 37  3  0  0 2026-09-09 20:02:48
 6  0      0 2450300 107788 3336444    0    0     0 11003 22036 39381 42  9 47  2  0  0 2026-09-09 20:02:53
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 4  0      0 2447548 107788 3337744    0    0     0  2187 21039 37518 48  9 41  2  0  0 2026-09-09 20:02:58
 4  1      0 2455152 107788 3339132    0    0     0  2674 23863 44274 49 10 38  3  0  0 2026-09-09 20:03:03
 6  0      0 2459220 107788 3340544    0    0     0  2554 21566 42287 60 11 27  2  0  0 2026-09-09 20:03:08
 3  0      0 2456336 107788 3341916    0    0     0  3016 22495 39209 40  8 50  2  0  0 2026-09-09 20:03:13
 5  0      0 2392628 107788 3343336    0    0     0  1718 20736 37747 49  9 40  2  0  0 2026-09-09 20:03:18
 6  0      0 2442988 107788 3344676    0    0     0  2650 23375 43838 52 11 36  2  0  0 2026-09-09 20:03:23
 5  0      0 2448652 107788 3346024    0    0     0  3436 23423 44203 51 10 36  3  0  0 2026-09-09 20:03:28
 2  0      0 2440568 107788 3347456    0    0     0  3324 21469 38792 49 10 40  2  0  0 2026-09-09 20:03:33
 8  0      0 2436952 107788 3348824    0    0     0  4164 22525 39080 40  8 50  2  0  0 2026-09-09 20:03:38
 3  0      0 2453196 107788 3350128    0    0     0  3529 21636 42048 57 12 29  2  0  0 2026-09-09 20:03:43
 4  0      0 2454640 107788 3351500    0    0     0  3808 23937 44573 52 10 35  3  0  0 2026-09-09 20:03:48
10  0      0 2373704 107788 3352996    0    0     0  8576 20401 37388 50  9 39  2  0  0 2026-09-09 20:03:53
 1  0      0 2448484 107788 3354308    0    0     0  3402 22449 39351 40  8 50  2  0  0 2026-09-09 20:03:58
 3  1      0 2453944 107788 3355624    0    0     0  3267 23396 43044 49 10 38  3  0  0 2026-09-09 20:04:03
 1  0      0 2439680 107788 3357012    0    0     0  3412 21513 42668 60 12 26  2  0  0 2026-09-09 20:04:08
 1  0      0 2440000 107788 3358340    0    0     0  3200 22587 39399 40  8 50  2  0  0 2026-09-09 20:04:13
 0  0      0 2424776 107788 3359684    0    0     0  2478 21043 38701 50  9 40  2  0  0 2026-09-09 20:04:18
 1  0      0 2438180 107788 3361056    0    0     0  3442 23581 43244 49 10 38  3  0  0 2026-09-09 20:04:23
 9  0      0 2390264 107788 3362508    0    0     0  3942 22654 43661 55 12 31  3  0  0 2026-09-09 20:04:28
 5  0      0 2431348 107788 3363868    0    0     0  2570 21797 39576 48  9 41  2  0  0 2026-09-09 20:04:33
 1  0      0 2434928 107788 3365248    0    0     0  2267 22127 38580 40  8 50  2  0  0 2026-09-09 20:04:38
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 1  0      0 2425256 107788 3366612    0    0     0  3039 21620 42045 58 11 29  2  0  0 2026-09-09 20:04:43
 4  1      0 2438244 107788 3368056    0    0    14  3985 23687 43967 51 10 36  3  0  0 2026-09-09 20:04:48
 1  0      0 2395400 107788 3369604    0    0     0  8241 20493 37799 51 10 38  2  0  0 2026-09-09 20:04:53
 2  0      0 2422676 107788 3370936    0    0     0  2334 22861 40048 40  8 50  2  0  0 2026-09-09 20:04:58
 7  0      0 2414600 107788 3372304    0    0     0  3054 23292 43016 49 10 38  2  0  0 2026-09-09 20:05:03
 2  0      0 2414304 107788 3373652    0    0     0  3887 21578 42635 61 11 25  2  0  0 2026-09-09 20:05:08
 6  0      0 2416100 107788 3375028    0    0     0  2378 22353 39043 41  8 49  2  0  0 2026-09-09 20:05:13
 2  0      0 2397020 107788 3376444    0    0     0  2528 21194 38473 49 10 40  2  0  0 2026-09-09 20:05:18
 4  0      0 2430208 107788 3377796    0    0     0  2866 23165 42852 49 10 39  2  0  0 2026-09-09 20:05:23
 1  1      0 2353524 107788 3379192    0    0     0  3670 21338 41582 59 11 27  2  0  0 2026-09-09 20:05:28
 1  0      0 2420540 107788 3380544    0    0     0  2342 22861 41647 44  9 46  2  0  0 2026-09-09 20:05:33
 3  0      0 2418200 107788 3381892    0    0     0  2102 22405 39062 40  8 50  2  0  0 2026-09-09 20:05:38
 3  0      0 2412564 107788 3383248    0    0     0  2945 21678 42452 59 12 28  2  0  0 2026-09-09 20:05:43
 3  1      0 2409352 107788 3384612    0    0     0  3958 23545 43921 51 11 36  3  0  0 2026-09-09 20:05:48
 2  0      0 2390772 107788 3385996    0    0     0  2199 20829 38309 50 10 39  2  0  0 2026-09-09 20:05:53
 2  0      0 2400628 107788 3387344    0    0     0  7975 22594 39414 41  8 49  2  0  0 2026-09-09 20:05:58
 5  0      0 2359268 107788 3388712    0    0     0  2528 21555 40916 55 11 32  2  0  0 2026-09-09 20:06:03
12  0      0 2389288 107788 3390032    0    0     0  6938 22770 43987 55 11 31  3  0  0 2026-09-09 20:06:08
 2  1      0 2404064 107788 3391440    0    0     0  6826 21757 38798 44  9 45  2  0  0 2026-09-09 20:06:13
 0  0      0 2387284 107788 3392760    0    0     0  2682 21883 39623 48  9 40  2  0  0 2026-09-09 20:06:18
 2  0      0 2398860 107788 3394048    0    0     0  8315 23697 42883 48 10 40  3  0  0 2026-09-09 20:06:23
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 2  0      0 2407436 107788 3395348    0    0     0  4522 21033 41625 60 12 26  2  0  0 2026-09-09 20:06:28
 3  0      0 2402012 107788 3396612    0    0     0  2291 22718 41021 45  8 44  2  0  0 2026-09-09 20:06:33
11  0      0 2355564 107788 3398012    0    0     0  5378 21564 38011 43  9 46  2  0  0 2026-09-09 20:06:38
 3  1      0 2390320 107788 3399360    0    0     0  2958 22070 42090 54 10 34  2  0  0 2026-09-09 20:06:43
 5  0      0 2391776 107788 3400644    0    0     0  4146 23530 43937 52 10 36  3  0  0 2026-09-09 20:06:48
 2  0      0 2392088 107788 3401956    0    0     0  2211 21145 38177 50 10 38  2  0  0 2026-09-09 20:06:53
 2  0      0 2395776 107788 3403244    0    0     0  7828 22022 39140 42  8 48  2  0  0 2026-09-09 20:06:58
 4  0      0 2379464 107788 3404592    0    0     0  3110 20901 39646 56 11 31  2  0  0 2026-09-09 20:07:03
 3  1      0 2395632 107788 3405928    0    0     0  4406 23679 45156 53 11 33  3  0  0 2026-09-09 20:07:08
 5  0      0 2366392 107788 3407204    0    0     0  2751 22465 39880 42  9 47  2  0  0 2026-09-09 20:07:13
 2  0      0 2377308 107788 3408516    0    0     0  2897 21154 38099 49  8 41  2  0  0 2026-09-09 20:07:18
 9  0      0 2393772 107788 3409752    0    0     0  3487 23559 43314 48 10 40  3  0  0 2026-09-09 20:07:23
 3  0      0 2392388 107788 3411088    0    0     0  3754 21244 41215 59 12 26  2  0  0 2026-09-09 20:07:28
 5  1      0 2346876 107788 3412540    0    0    25  3214 23025 41205 42  9 47  2  0  0 2026-09-09 20:07:33
 9  0      0 2385224 107788 3413960    0    0     0  2398 20410 36889 49 10 39  2  0  0 2026-09-09 20:07:38
 4  0      0 2381196 107788 3415340    0    0     0  3099 23323 43082 48 10 39  2  0  0 2026-09-09 20:07:43
12  0      0 2384128 107788 3416600    0    0     0  2999 23374 43912 52 10 35  3  0  0 2026-09-09 20:07:48
 2  0      0 2384880 107788 3417932    0    0     0  2148 20528 37944 51 10 38  2  0  0 2026-09-09 20:07:53
 2  0      0 2382556 107788 3419216    0    0     0  8117 22212 39263 42  8 48  2  0  0 2026-09-09 20:07:58
 3  0      0 2377120 107788 3420568    0    0     0  3582 20681 39984 57 11 30  2  0  0 2026-09-09 20:08:03
 3  0      0 2373400 107788 3421916    0    0     0  3066 23783 45185 52 11 34  3  0  0 2026-09-09 20:08:08
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 6  0      0 2315572 107788 3423268    0    0     0  1971 21091 38421 50 10 38  2  0  0 2026-09-09 20:08:13
 4  0      0 2365048 107788 3424588    0    0     0  1986 22566 39629 41  8 49  2  0  0 2026-09-09 20:08:18
 3  0      0 2367368 107788 3425900    0    0     0  2446 23271 43175 48 10 40  2  0  0 2026-09-09 20:08:23
 4  0      0 2371516 107788 3427352    0    0     0  4747 21469 42263 61 12 24  2  0  0 2026-09-09 20:08:28
 1  0      0 2371096 107788 3428712    0    0     0  3655 23268 41517 44  9 46  2  0  0 2026-09-09 20:08:33
 2  0      0 2348628 107788 3430160    0    0     0  3282 20626 37612 51 10 38  1  0  0 2026-09-09 20:08:38
 1  0      0 2360760 107788 3431532    0    0     0  3740 23321 42859 47 10 41  2  0  0 2026-09-09 20:08:43
 5  0      0 2317012 107788 3432920    0    0     0  4658 22552 43512 56 11 30  2  0  0 2026-09-09 20:08:48
 1  0      0 2350752 107788 3434348    0    0     0  3094 21979 39791 46  9 44  2  0  0 2026-09-09 20:08:53
 1  0      0 2360388 107788 3435756    0    0     0  8886 22184 39158 41  8 49  2  0  0 2026-09-09 20:08:58
 1  0      0 2380668 107788 3437144    0    0     0  3278 21259 40388 56 11 31  2  0  0 2026-09-09 20:09:03
 4  1      0 2353268 107788 3438508    0    0     0  4574 23659 44710 53 11 33  3  0  0 2026-09-09 20:09:08
 1  0      0 2345376 107788 3439900    0    0     0  3055 21338 39085 52 10 36  2  0  0 2026-09-09 20:09:13
 1  0      0 2357596 107788 3441296    0    0     0  2889 22233 38841 40  8 50  2  0  0 2026-09-09 20:09:18
 5  0      0 2327748 107788 3442664    0    0     0  3192 22678 42697 48 11 39  2  0  0 2026-09-09 20:09:23
 2  0      0 2365420 107788 3443980    0    0     0  3370 21893 41894 58 11 29  3  0  0 2026-09-09 20:09:28
 1  0      0 2357332 107788 3445332    0    0     0  2862 23071 41223 43  9 46  2  0  0 2026-09-09 20:09:33
 0  0      0 2341840 107788 3446680    0    0     0  3645 20873 38059 51 10 38  2  0  0 2026-09-09 20:09:38
 8  0      0 2336164 107788 3448020    0    0     0  3142 23347 42551 48  9 41  2  0  0 2026-09-09 20:09:43
 4  0      0 2280068 107788 3449488    0    0     0  3360 21703 42748 60 11 27  2  0  0 2026-09-09 20:09:48
 1  0      0 2340528 107788 3450824    0    0     0  2706 23245 41053 43  9 46  2  0  0 2026-09-09 20:09:53
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 1  0      0 2344708 107788 3452236    0    0     0  9011 22190 39358 42  8 48  2  0  0 2026-09-09 20:09:58
 1  0      0 2356384 107788 3453612    0    0     0  2978 21664 40663 56 10 31  2  0  0 2026-09-09 20:10:03
 4  0      0 2305100 107788 3454932    0    0     0  3449 23576 44111 51 10 36  3  0  0 2026-09-09 20:10:08
 1  0      0 2324520 107788 3456496    0    0     0  3896 19978 38037 56 10 32  2  0  0 2026-09-09 20:10:13
 1  0      0 2337112 107788 3457916    0    0     0  2627 22366 38746 40  8 50  2  0  0 2026-09-09 20:10:18
 4  0      0 2271652 107788 3459352    0    0     0  4120 20969 40068 55 11 32  2  0  0 2026-09-09 20:10:23
 2  0      0 2330876 107788 3460712    0    0     0  3705 23856 44559 51 10 36  3  0  0 2026-09-09 20:10:28
 1  0      0 2330968 107788 3462104    0    0     0  5552 23343 41670 44  9 44  2  0  0 2026-09-09 20:10:33
 1  0      0 2325796 107788 3463436    0    0     0  2230 21324 38179 49  9 41  2  0  0 2026-09-09 20:10:38
 0  1      0 2339100 107788 3464836    0    0     0  2763 23340 42407 47  9 42  2  0  0 2026-09-09 20:10:43
 1  0      0 2304408 107788 3465208    0    0     0  2422 16404 28889 47  8 42  2  0  0 2026-09-09 20:10:48
 0  0      0 2328396 107788 3465332    0    0     0  1702 11517 18134 27  4 67  2  0  0 2026-09-09 20:10:53
 1  0      0 2260808 107788 3465528    0    0     0  2210 11107 17719 34  5 60  1  0  0 2026-09-09 20:10:58
 1  0      0 2309300 107788 3465688    0    0     0  7571 13334 21185 32  5 61  2  0  0 2026-09-09 20:11:03
 5  1      0 2148528 107788 3596744    0    0     0  1873 16217 44666 64 15 19  1  0  0 2026-09-09 20:11:08
 3  0      0 2013016 107792 3730172    0    0     0 11928 16586 52527 72 17 10  1  0  0 2026-09-09 20:11:13
 2  0      0 2023816 107796 3730304    0    0     0 42276 9271 13212 44  3 48  5  0  0 2026-09-09 20:11:18
 1  0      0 2012176 107796 3730488    0    0     0  1566 13483 22545 40  6 52  2  0  0 2026-09-09 20:11:23
 6  0      0 2031756 107796 3730656    0    0     0  2059 14456 23127 33  5 59  3  0  0 2026-09-09 20:11:28
 3  0      0 1990452 107796 3730828    0    0     0  1722 12843 20224 33  6 60  2  0  0 2026-09-09 20:11:33
 1  0      0 2052828 107796 3730944    0    0     0  1538 9964 15982 27  4 68  1  0  0 2026-09-09 20:11:38
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 CST
 1  0      0 2056460 107796 3731092    0    0     0  1773 12771 20172 31  4 63  2  0  0 2026-09-09 20:11:43
 1  0      0 2041484 107796 3731248    0    0     0  2371 14777 25382 44  7 47  2  0  0 2026-09-09 20:11:48
 0  0      0 2045852 107796 3731408    0    0     0  1852 12208 19288 28  4 66  2  0  0 2026-09-09 20:11:53
 1  0      0 2021892 107796 3731540    0    0     0  1578 10685 16841 33  5 61  1  0  0 2026-09-09 20:11:58
 2  0      0 2044308 107796 3731712    0    0     0  7682 12843 20575 32  5 61  2  0  0 2026-09-09 20:12:03
 4  0      0 1940012 107824 3730748    0    0     0  5108 18313 36346 50  9 39  3  0  0 2026-09-09 20:12:08
 2  0      0 1950280 107824 3738008    0    0     0  9747 15363 28064 53  9 35  3  0  0 2026-09-09 20:12:13
 1  1      0 1918996 107824 3742168    0    0     0  4850 10639 16893 50  7 42  1  0  0 2026-09-09 20:12:18
 2  0      0 2011544 107832 3762836    0    0     0 12081 14254 24362 54 10 34  3  0  0 2026-09-09 20:12:23
 2  0      0 2010812 107832 3762924    0    0     0  2819 15068 24316 35  6 57  3  0  0 2026-09-09 20:12:28
 0  0      0 1987020 107832 3763100    0    0     0  1814 13194 20890 37  6 55  2  0  0 2026-09-09 20:12:33
 1  0      0 1995968 107832 3763208    0    0     0  1337 9660 14987 25  3 70  1  0  0 2026-09-09 20:12:38
